개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,전화번호,소재지면적,소재지우편번호,지번주소,도로명주소,도로명우편번호,사업장명,최종수정일자,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보(X),좌표정보(Y),위생업태명,건물지상층수,건물지하층수,건물총층수,사용시작지상층,사용끝지상층,사용시작지하층,사용끝지하층,한실수,양실수,욕실수,발한실여부,좌석수,조건부허가신고사유,조건부허가시작일자,조건부허가종료일자,건물소유구분명,세탁기수,여성종사자수,남성종사자수,회수건조수,침대수,다중이용업소여부
3000000,3000000-201-2019-00003,2019-08-14,,01,영업/정상,01,영업,,,,,0263537700,13308.83,110-450,서울특별시 종로구 원남동 49-17,서울특별시 종로구 율곡로 180 (원남동),03127,오라카이 대학로 호텔,2023-10-30 10:33:21,U,2023-11-01 02:40:00.0,일반호텔,199821.363678095,452603.475535058,일반호텔,15,5,20,1,15,0,0,3,251,,,,,,,임대,,0,0,,,N
3000000,3000000-214-2007-00001,2007-06-21,,01,영업/정상,01,영업,,,,,02  764 2220,1326.99,110-850,서울특별시 종로구 효제동 197-6,서울특별시 종로구 종로35가길 7-3 (효제동),03126,청원 NEST,2023-10-30 11:18:00,U,2023-11-01 02:40:00.0,숙박업(생활),200303.66392064,452208.521085446,숙박업(생활),7,1,8,0,0,0,0,0,33,,,,,,,,,0,0,,,N
3000000,3000000-201-2019-00004,2019-08-28,,01,영업/정상,01,영업,,,,,,174.64,110-111,서울특별시 종로구 관철동 175번지 대한방직협회신관 5층,"서울특별시 종로구 삼일대로17길 47-1, 대한방직협회신관 5층 (관철동)",03189,핑크빌,2019-08-28 15:39:52,I,2019-08-30 02:22:32.0,숙박업 기타,198600.653290221,451865.553162137,숙박업 기타,1,0,1,5,5,0,0,0,9,,,,,,,,,0,0,,,N
3000000,3000000-214-2026-00016,2026-03-09,,01,영업/정상,01,영업,,,,,,51.28,110-827,서울특별시 종로구 숭인동 1049,"서울특별시 종로구 숭인동길 1-3, 4층 (숭인동)",03112,VERANDA11,2026-03-09 14:51:36,I,2026-03-11 00:20:02.0,숙박업(생활),201801.300137307,452526.951324552,숙박업(생활),1,0,1,4,4,0,0,0,1,,,,,,,,,0,0,,,N
3000000,3000000-214-2026-00015,2026-03-09,,01,영업/정상,01,영업,,,,,,152.30,110-827,서울특별시 종로구 숭인동 1049,"서울특별시 종로구 숭인동길 1-3, 2~3층 (숭인동)",03112,더온재,2026-03-09 14:25:13,I,2026-03-11 00:20:02.0,숙박업(생활),201801.300137307,452526.951324552,숙박업(생활),1,0,1,2,3,0,0,0,3,,,,,,,,,0,0,,,N
3000000,3000000-201-2024-00004,2024-09-02,,01,영업/정상,01,영업,,,,,,249.48,110-410,서울특별시 종로구 인의동 89-15,서울특별시 종로구 창경궁로 123-20 (인의동),03136,이스트 아뜰리에,2024-09-05 11:19:04,I,2024-09-07 00:13:01.0,관광호텔,199636.410863155,452376.667974027,관광호텔,3,1,4,0,0,0,0,6,0,,,,,,,임대,,0,0,,,N
3000000,3000000-201-2024-00006,2024-09-13,,01,영업/정상,01,영업,,,,,,130.12,110-826,서울특별시 종로구 숭인동 313-2,"서울특별시 종로구 지봉로 24-12, 5층 (숭인동)",03114,U-STAY HOSTEL,2024-09-26 12:02:26,U,2024-09-28 02:40:00.0,관광호텔,201365.396263672,452247.733898196,관광호텔,7,1,8,5,0,0,0,0,6,,,,,,,임대,,0,0,,,N
3000000,3000000-214-2024-00001,2024-09-13,,01,영업/정상,01,영업,,,,,,305.00,110-850,서울특별시 종로구 효제동 52 해와가,"서울특별시 종로구 대학로 35-23, 해와가 (효제동)",03128,해와가,2024-09-13 11:05:24,I,2024-09-15 00:12:55.0,숙박업(생활),200027.040832181,452472.556810391,숙박업(생활),6,1,7,0,0,0,0,0,10,,,,,,,자가,,0,0,,,N
3000000,3000000-214-2024-00003,2024-11-11,,01,영업/정상,01,영업,,,,,02  36756470,345.34,110-845,서울특별시 종로구 충신동 88-1 ES dreamtower,"서울특별시 종로구 율곡로16길 16, ES dreamtower 3~7층 (충신동)",03123,이에스드림타워,2025-09-22 09:39:31,U,2025-09-24 02:40:00.0,숙박업(생활),200239.745162441,452552.505345836,숙박업(생활),8,2,10,3,7,0,0,0,9,,,,,,,임대,,0,0,,,N
3000000,3000000-214-2024-00002,2024-10-11,,01,영업/정상,01,영업,,,,,0222757790,2100.99,110-420,서울특별시 종로구 관수동 18-1,서울특별시 종로구 수표로18길 5 (관수동),03192,위코스테이 인사동,2024-11-12 09:16:40,U,2024-11-14 02:40:00.0,숙박업(생활),199037.974854028,451905.533009293,숙박업(생활),11,2,13,1,11,0,0,0,70,,,,,,,임대,,0,0,,,N
3000000,3000000-201-2024-00007,2024-10-30,,01,영업/정상,01,영업,,,,,,289.05,110-842,서울특별시 종로구 창신동 464-6,"서울특별시 종로구 종로 294, 3층 (창신동)",03119,만소호스텔,2025-06-25 09:26:37,U,2025-06-27 02:40:00.0,여관업,200876.602915538,452108.981034905,여관업,5,2,7,3,0,0,0,0,12,,,,,,,자가,,0,0,,,N
3000000,3000000-201-2019-00007,2019-10-18,,01,영업/정상,01,영업,,,,,,1843.53,110-500,서울특별시 종로구 이화동 105-2번지 glue hotel,"서울특별시 종로구 율곡로 228, glue hotel (이화동)",03123,글루호텔,2019-12-06 10:18:42,I,2019-12-07 00:23:27.0,관광호텔,200280.218939597,452611.575936538,관광호텔,13,2,15,1,13,1,2,0,54,,,,,,,,,0,0,,,N
3000000,3000000-201-2019-00008,2019-10-29,,01,영업/정상,01,영업,,,,,02 7581700,5971.04,110-320,서울특별시 종로구 낙원동 134-2,서울특별시 종로구 돈화문로11길 37 (낙원동),03139,목시 서울 인사동 호텔,2023-01-11 14:27:05,U,2023-01-14 02:40:00.0,관광호텔,198988.983646221,452223.097221066,관광호텔,16,3,19,1,16,1,3,0,140,,,,,,,,,0,0,,,N
3000000,3000000-214-2019-00002,2019-11-13,,01,영업/정상,01,영업,,,,,,311.60,110-111,서울특별시 종로구 관철동 12-15 평구빌딩 5층,"서울특별시 종로구 종로12길 21, 평구빌딩 5층 (관철동)",03190,유에이치 스위트 종각 5F,2024-10-24 14:27:50,U,2024-10-26 02:40:00.0,숙박업(생활),198692.627926952,451865.694333484,숙박업(생활),1,0,1,5,5,0,0,0,5,,,,,,,,,0,0,,,N
3000000,3000000-214-2019-00003,2019-11-13,,01,영업/정상,01,영업,,,,,,311.23,110-111,서울특별시 종로구 관철동 12-15 평구빌딩 3층,"서울특별시 종로구 종로12길 21, 평구빌딩 3층 (관철동)",03190,유에이치스위트 광화문,2025-01-14 13:01:09,U,2025-01-16 02:40:00.0,숙박업(생활),198692.627926952,451865.694333484,숙박업(생활),1,0,1,3,3,0,0,0,5,,,,,,,,,0,0,,,N
3000000,3000000-214-2019-00004,2019-11-13,,01,영업/정상,01,영업,,,,,,311.98,110-111,서울특별시 종로구 관철동 12-15 평구빌딩 4층,"서울특별시 종로구 종로12길 21, 평구빌딩 4층 (관철동)",03190,유에이치스위트 더 종로,2026-01-21 10:27:49,U,2026-01-23 02:40:00.0,숙박업(생활),198692.627926952,451865.694333484,숙박업(생활),1,0,1,4,4,0,0,0,5,,,,,,,,,0,0,,,N
3000000,3000000-201-2019-00006,2019-12-03,,01,영업/정상,01,영업,,,,,,71.08,110-862,서울특별시 종로구 숭인동 70-25 영진모텔,"서울특별시 종로구 지봉로12가길 63, 영진여관 (숭인동)",03113,서울 게스트하우스,2023-01-12 10:58:58,U,2023-01-14 02:40:00.0,숙박업 기타,201378.94229242,452482.200375273,숙박업 기타,2,0,2,1,2,0,0,0,9,,,,,,,,,0,0,,,N
3000000,3000000-214-2026-00014,2026-03-03,,01,영업/정상,01,영업,,,,,,91.44,110-808,서울특별시 종로구 돈의동 111,"서울특별시 종로구 돈화문로9길 6, 4층 (돈의동)",03139,소담온 종로,2026-03-05 14:54:26,I,2026-03-07 00:20:02.0,숙박업(생활),199164.028176924,452193.124898933,숙박업(생활),1,0,1,4,4,0,0,0,2,,,,,,,,,0,0,,,N
3000000,3000000-214-2026-00013,2026-03-03,,01,영업/정상,01,영업,,,,,,183.48,110-111,서울특별시 종로구 관철동 6-2,"서울특별시 종로구 삼일대로 393-1, 4,5층 (관철동)",03190,오아시스 트레블러스 종로,2026-03-11 09:44:34,U,2026-03-13 02:40:00.0,숙박업(생활),198819.574269631,451942.979071945,숙박업(생활),1,0,1,4,5,0,0,0,9,,,,,,,,,0,0,,,N
3000000,3000000-201-2022-00002,2022-02-16,,01,영업/정상,01,영업,,,,,,785.33,110-111,서울특별시 종로구 관철동 13-11 헤리티지호텔,"서울특별시 종로구 삼일대로17길 20-3, 헤리티지호텔 (관철동)",03190,헤리티지31호텔 (HOTEL HERITAGE31),2025-01-14 13:29:56,U,2025-01-16 02:40:00.0,숙박업 기타,198721.691863331,451900.077018803,숙박업 기타,11,2,13,0,0,0,0,0,27,,,,,,,,,0,0,,,N
3000000,3000000-214-2026-00021,2026-03-20,,01,영업/정상,01,영업,,,,,,150.94,110-852,서울특별시 종로구 종로4가 167-1,"서울특별시 종로구 종로 198, 3~5층 (종로4가)",03195,진가(jinga),2026-03-20 10:04:11,I,2026-03-22 00:20:02.0,숙박업(생활),199893.409361955,452037.93796291,숙박업(생활),1,0,1,3,5,0,0,0,3,,,,,,,,,0,0,,,N
3000000,3000000-214-2026-00022,2026-03-20,,01,영업/정상,01,영업,,,,,,161.95,110-071,서울특별시 종로구 당주동 20-1,"서울특별시 종로구 새문안로9길 25, 3층 (당주동)",03183,SOUNDS INN GWANGHWAMUN,2026-03-20 10:22:34,I,2026-03-22 00:20:02.0,숙박업(생활),197769.253723172,452117.73988487,숙박업(생활),1,0,1,3,3,0,0,0,8,,,,,,,,,0,0,,,N
3000000,3000000-214-2026-00024,2026-03-20,,01,영업/정상,01,영업,,,,,,291.24,110-370,서울특별시 종로구 묘동 121,"서울특별시 종로구 돈화문로 56-1, 4,5층 (묘동)",03134,킴스텔코리아 종로점,2026-03-20 11:16:56,I,2026-03-22 00:20:02.0,숙박업(생활),199177.064296757,452360.626823417,숙박업(생활),1,0,1,4,5,0,0,0,13,,,,,,,,,0,0,,,N
3000000,3000000-214-2026-00023,2026-03-20,,01,영업/정상,01,영업,,,,,,291.24,110-370,서울특별시 종로구 묘동 121,"서울특별시 종로구 돈화문로 56-1, 2,3층 (묘동)",03134,스테이 안 익선(STAY ANN iksun),2026-03-20 10:38:32,I,2026-03-22 00:20:02.0,숙박업(생활),199177.064296757,452360.626823417,숙박업(생활),1,0,1,2,3,0,0,0,9,,,,,,,,,0,0,,,N
3000000,3000000-214-2026-00019,2026-03-10,,01,영업/정상,01,영업,,,,,,151.96,110-842,서울특별시 종로구 창신동 444-9 임진빌딩,"서울특별시 종로구 종로46길 22, 임진빌딩 2층 (창신동)",03119,호스텔 메가 동대문역,2026-03-11 10:13:50,I,2026-03-13 00:20:02.0,숙박업(생활),200833.121381281,452040.323909642,숙박업(생활),1,0,1,2,2,0,0,0,8,,,,,,,,,0,0,,,N
3000000,3000000-214-2026-00020,2026-03-10,,01,영업/정상,01,영업,,,,,,435.30,110-111,"서울특별시 종로구 관철동 19-20 삼보빌딩 4,5층","서울특별시 종로구 삼일대로17길 52, 삼보빌딩 4,5층 (관철동)",03189,MOMENTO HOSTEL(모멘토 호스텔),2026-03-11 10:50:55,I,2026-03-13 00:20:02.0,숙박업(생활),198568.77792237,451891.299622979,숙박업(생활),1,0,1,4,5,0,0,0,22,,,,,,,,,0,0,,,N
3000000,3000000-214-2020-00001,2020-01-21,,01,영업/정상,01,영업,,,,,0262635577,582.17,110-450,서울특별시 종로구 원남동 226-1,서울특별시 종로구 동순라길 98 (원남동),03136,종로 스테이,2025-06-25 09:29:22,U,2025-06-27 02:40:00.0,숙박업(생활),199591.565032065,452530.682866041,숙박업(생활),1,0,1,1,3,1,1,0,20,,,,,,,자가,,0,0,,,Y
3000000,3000000-201-2026-00002,2026-02-13,,01,영업/정상,01,영업,,,,,,296.95,110-111,서울특별시 종로구 관철동 12-6 채헌빌딩,"서울특별시 종로구 삼일대로15길 18, 채헌빌딩 4~6층 (관철동)",03190,유닛제이호스텔,2026-02-13 13:12:33,I,2026-02-15 00:20:02.0,숙박업 기타,198737.712476986,451849.035148545,숙박업 기타,1,0,1,4,6,0,0,0,21,,,,,,,,,0,0,,,N
3000000,3000000-214-2020-00002,2020-03-23,,01,영업/정상,01,영업,,,,,,425.02,110-111,서울특별시 종로구 관철동 18-10,"서울특별시 종로구 우정국로2길 29, 4~5층 (관철동)",03189,UH SUITE,2023-07-03 09:42:23,U,2023-07-05 02:40:00.0,숙박업(생활),198581.07505765,451932.290554746,숙박업(생활),1,0,1,4,5,0,0,0,5,,,,,,,,,0,0,,,N
3000000,3000000-201-2026-00003,2026-02-19,,01,영업/정상,01,영업,,,,,,231.40,110-111,서울특별시 종로구 관철동 19-20 삼보빌딩,"서울특별시 종로구 삼일대로17길 52, 삼보빌딩 3층 (관철동)",03189,에코 종로,2026-02-19 10:13:41,I,2026-02-21 00:20:05.0,숙박업 기타,198568.77792237,451891.299622979,숙박업 기타,1,0,1,3,3,0,0,0,12,,,,,,,,,0,0,,,N
3000000,3000000-201-2022-00001,2022-01-07,,01,영업/정상,01,영업,,,,,,1299.31,110-340,서울특별시 종로구 익선동 30-1,서울특별시 종로구 돈화문로11나길 63 (익선동),03132,더 가든 호텔(The garden hotel),2025-01-13 16:29:57,U,2025-01-15 02:40:00.0,숙박업 기타,198995.160911349,452541.684613522,숙박업 기타,6,0,6,0,0,0,0,0,60,,,,,,,,,0,0,,,N
3000000,3000000-214-2026-00005,2026-01-12,,01,영업/정상,01,영업,,,,,,596.25,110-826,서울특별시 종로구 숭인동 217-6 3~5층,"서울특별시 종로구 난계로29길 65-14, 3~5층 (숭인동)",03115,N joystay HOSTEL (엔조이스테이 호스텔),2026-01-23 10:46:10,U,2026-01-25 02:40:00.0,숙박업(생활),201689.360291466,452306.010081257,숙박업(생활),1,0,1,3,5,0,0,0,27,,,,,,,,,0,0,,,N
3000000,3000000-214-2026-00004,2026-01-12,,01,영업/정상,01,영업,,,,,,554.17,110-320,서울특별시 종로구 낙원동 235-11,서울특별시 종로구 종로17길 48 (낙원동),03140,Halfrest HOSTEL (하프레스트 호스텔),2026-01-23 10:45:37,U,2026-01-25 02:40:00.0,숙박업(생활),198906.525582464,452222.26053706,숙박업(생활),1,0,1,1,5,0,0,0,21,,,,,,,,,0,0,,,N
3000000,3000000-214-2026-00006,2026-01-20,,01,영업/정상,01,영업,,,,,,64.00,110-836,서울특별시 종로구 종로5가 503-7,"서울특별시 종로구 종로36나길 10-1, 4층 (종로5가)",03197,고유리(Goyu;re),2026-01-23 10:48:29,I,2026-01-25 00:20:02.0,숙박업(생활),200328.85058794,451973.845648666,숙박업(생활),1,0,1,4,4,0,0,0,1,,,,,,,임대,,0,0,,,N
3000000,3000000-214-2026-00007,2026-01-20,,01,영업/정상,01,영업,,,,,,141.25,110-841,서울특별시 종로구 창신동 330-7,"서울특별시 종로구 종로54길 9-9, 2층 (창신동)",03121,동대문 스테이가든,2026-01-23 10:49:33,I,2026-01-25 00:20:02.0,숙박업(생활),201192.319848224,452214.352544411,숙박업(생활),1,0,1,2,2,0,0,0,13,,,,,,,자가,,0,0,,,N
3000000,3000000-214-2026-00002,2026-01-06,,01,영업/정상,01,영업,,,,,,90.55,110-836,서울특별시 종로구 종로5가 257-1,"서울특별시 종로구 종로 248-1, 5층 (종로5가)",03197,편안정 종로5가점,2026-01-23 10:44:48,U,2026-01-25 02:40:00.0,숙박업(생활),200401.722939568,452062.956830205,숙박업(생활),1,0,1,5,0,0,0,0,2,,,,,,,,,0,0,,,N
3000000,3000000-214-2026-00003,2026-01-06,,01,영업/정상,01,영업,,,,,,90.55,110-836,서울특별시 종로구 종로5가 257-1,"서울특별시 종로구 종로 248-1, 2층 (종로5가)",03197,스테이 도손 동대문점,2026-01-07 16:32:59,I,2026-01-09 00:20:01.0,숙박업(생활),200401.722939568,452062.956830205,숙박업(생활),1,0,1,2,0,0,0,0,2,,,,,,,,,0,0,,,N
3000000,3000000-214-2026-00008,2026-01-23,,01,영업/정상,01,영업,,,,,,263.41,110-450,서울특별시 종로구 원남동 228-1,서울특별시 종로구 창경궁로21가길 7-2 (원남동),03136,Apple-stay (애플스테이),2026-01-29 09:19:28,U,2026-01-31 02:40:00.0,숙박업(생활),199607.788245225,452537.19409774,숙박업(생활),4,0,4,0,0,0,0,0,15,,,,,,,,,0,0,,,N
3000000,3000000-214-2025-00017,2025-12-30,,01,영업/정상,01,영업,,,,,,103.54,110-122,서울특별시 종로구 종로2가 102-1,"서울특별시 종로구 종로 62-1, 4층 (종로2가)",03189,스테이울림,2025-12-31 10:16:35,I,2026-01-03 00:20:02.0,숙박업(생활),198549.377397696,451960.972726138,숙박업(생활),1,0,1,0,0,0,0,0,2,,,,,,,임대,,0,0,,,N
3000000,3000000-214-2025-00018,2025-12-30,,01,영업/정상,01,영업,,,,,,104.00,110-111,서울특별시 종로구 관철동 43-15,"서울특별시 종로구 종로8길 15, 3층 (관철동)",03189,찰나호스텔,2025-12-31 10:18:58,I,2026-01-03 00:20:02.0,숙박업(생활),198527.201079961,451901.155059874,숙박업(생활),1,0,1,3,0,0,0,0,2,,,,,,,임대,,0,0,,,N
3000000,3000000-214-2025-00016,2025-12-30,,01,영업/정상,01,영업,,,,,,261.36,110-841,서울특별시 종로구 창신동 414-5,"서울특별시 종로구 종로54길 32, 3~4층 (창신동)",03120,247 HOSTEL SEOUL,2025-12-31 10:19:37,I,2026-01-03 00:20:02.0,숙박업(생활),201161.5695658,452070.731182291,숙박업(생활),1,0,1,3,4,0,0,0,16,,,,,,,임대,,0,0,,,N
3000000,3000000-201-2026-00001,2026-01-08,,01,영업/정상,01,영업,,,,,,631.16,110-111,서울특별시 종로구 관철동 19-22,"서울특별시 종로구 우정국로2길 32, 3,4,5층 (관철동)",03189,스테이 오하나,2026-01-13 15:53:31,U,2026-01-15 02:40:00.0,숙박업 기타,198585.288862795,451905.418901544,숙박업 기타,1,0,1,3,5,0,0,0,15,,,,,,,,,0,0,,,N
3000000,3000000-214-2023-00002,2023-04-24,,01,영업/정상,01,영업,,,,,,1785.87,110-340,서울특별시 종로구 익선동 53,"서울특별시 종로구 돈화문로11나길 53, 1~9층 (익선동)",03132,어반스테이 부티크 익선,2025-01-13 16:29:03,U,2025-01-15 02:40:00.0,숙박업(생활),198998.999623726,452520.878594292,숙박업(생활),1,0,1,1,9,0,0,0,55,,,,,,,,,0,0,,,N
3000000,3000000-201-2024-00002,2024-03-25,,01,영업/정상,01,영업,,,,,,475.35,110-430,서울특별시 종로구 장사동 130-2,"서울특별시 종로구 종로26길 22, 2~3층 (장사동)",03193,알게스트하우스 종묘점,2024-05-22 09:30:51,U,2024-05-24 02:40:00.0,숙박업 기타,199470.765862287,451906.320346742,숙박업 기타,1,0,1,2,3,0,0,0,14,,,,,,,임대,,0,0,,,N
3000000,3000000-201-2024-00003,2024-05-23,,01,영업/정상,01,영업,,,,,,962.63,110-840,서울특별시 종로구 창신동 160 금강빌딩,"서울특별시 종로구 종로 313-6, 금강빌딩 (창신동)",03105,이온호텔,2025-08-07 10:43:30,U,2025-08-09 02:40:00.0,관광호텔,201057.431070167,452245.944639053,관광호텔,7,1,8,1,7,0,1,0,42,,,,,,,자가,,0,0,,,N
3000000,3000000-201-2020-00001,2020-04-28,,01,영업/정상,01,영업,,,,,02 742 5555,1584.84,110-808,서울특별시 종로구 돈의동 155 엠앤럭키 호텔(M&LUCKY HOTEL),"서울특별시 종로구 수표로22길 38, 엠앤럭키 호텔(M&LUCKY HOTEL) 지하1~지상10층 (돈의동)",03139,엠앤럭키호텔,2024-02-05 17:59:55,U,2024-02-07 02:40:00.0,일반호텔,199127.338507049,452117.435900683,일반호텔,1,0,1,1,10,1,1,0,45,,,,,,,,,0,0,,,N
3000000,3000000-214-2020-00003,2020-05-07,,01,영업/정상,01,영업,,,,,0263490781,82.51,110-111,서울특별시 종로구 관철동 14-6,"서울특별시 종로구 삼일대로19길 22, 4층 (관철동)",03190,어 베터 플레이스 (A BETTER PLACE),2023-10-30 13:14:57,U,2023-11-01 02:40:00.0,숙박업(생활),198724.740257195,451930.754248234,숙박업(생활),1,0,1,4,4,0,0,0,1,,,,,,,,,0,0,,,N
3000000,3000000-201-2020-00002,2020-06-23,,01,영업/정상,01,영업,,,,,0222463232,2414.32,110-420,서울특별시 종로구 관수동 104-2,서울특별시 종로구 수표로18길 28 (관수동),03192,호텔케이월드(청계),2021-02-15 16:42:51,U,2021-02-17 02:40:00.0,일반호텔,199159.58483588,451879.903244269,일반호텔,1,0,1,1,11,2,1,0,60,,,,,,,,,0,0,,,N
3000000,3000000-214-2026-00012,2026-02-27,,01,영업/정상,01,영업,,,,,,95.32,110-850,서울특별시 종로구 효제동 19-4,"서울특별시 종로구 대학로 42-13, 2층 201호 (효제동)",03122,더도아스테이,2026-03-06 09:57:25,U,2026-03-08 02:40:00.0,숙박업(생활),200155.102293406,452477.571800737,숙박업(생활),10,1,11,2,0,0,0,0,1,,,,,,,임대,,0,0,,,N
3000000,3000000-214-2025-00008,2025-11-07,,01,영업/정상,01,영업,,,,,,233.59,110-111,서울특별시 종로구 관철동 19-1 BK종로,"서울특별시 종로구 종로12길 14, BK종로 6층 (관철동)",03189,스테이 마루 종로,2026-01-23 10:51:12,U,2026-01-25 02:40:00.0,숙박업(생활),198656.933623902,451906.850293023,숙박업(생활),1,0,1,6,0,0,0,0,9,,,,,,,임대,,0,0,,,N
3000000,3000000-201-2025-00017,2025-10-15,,01,영업/정상,01,영업,,,,,,327.20,110-111,서울특별시 종로구 관철동 7-16,"서울특별시 종로구 삼일대로15길 6, 4,5층 (관철동)",03190,더 스테이 코리아(The Stay Korea),2025-10-15 14:42:03,I,2025-10-17 00:20:02.0,일반호텔,198797.654661402,451848.180035467,일반호텔,1,0,1,3,4,0,0,0,16,,,,,,,임대,,0,0,,,N
3000000,3000000-214-2025-00005,2025-10-14,,01,영업/정상,01,영업,,,,,,196.03,110-111,서울특별시 종로구 관철동 12-23,"서울특별시 종로구 삼일대로17길 17, 3층 (관철동)",03190,HI STAY JONGNO,2025-10-15 10:27:32,I,2025-10-17 00:20:02.0,숙박업(생활),198737.963708985,451864.041221302,숙박업(생활),1,0,1,3,0,0,0,0,10,,,,,,,임대,,0,0,,,N
3000000,3000000-214-2025-00009,2025-11-13,,01,영업/정상,01,영업,,,,,,140.38,110-380,서울특별시 종로구 권농동 134-1,서울특별시 종로구 율곡로 110-16 (권농동),03134,스테이 종로 온당,2025-12-11 10:50:41,U,2025-12-14 02:40:00.0,숙박업(생활),199157.903207703,452735.594736647,숙박업(생활),1,0,1,1,2,1,0,0,5,,,,,,,자가,,0,0,,,N
