"개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","전화번호","소재지면적","소재지우편번호","지번주소","도로명주소","도로명우편번호","사업장명","최종수정일자","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(X)","좌표정보(Y)","좌석수"
"3000000","CDFI2260032025000019","2025-11-07","","01","영업/정상","13","영업중","","","","","","","","서울특별시 종로구 관철동 19-1 BK종로","서울특별시 종로구 종로12길 14, BK종로 6층 (관철동)","03189","스테이 마루 종로","2025-11-07 09:12:25","I","2025-11-09 00:20:11.0","","198656.933623902","451906.850293023","0"
"3000000","CDFI2260032025000025","2025-11-27","","01","영업/정상","13","영업중","","","","","","","","서울특별시 종로구 창신동 465","서울특별시 종로구 종로 298, 5층 (창신동)","03119","동대문인순","2025-11-28 13:12:45","I","2025-11-30 00:20:22.0","","200902.807232242","452137.584346747","0"
"3000000","CDFI2260032025000020","2025-11-13","","01","영업/정상","13","영업중","","","","","","","","서울특별시 종로구 권농동 134-1","서울특별시 종로구 율곡로 110-16 (권농동)","03134","스테이 종로 온당","2025-12-10 17:11:39","U","2025-12-12 02:40:00.0","","199157.903207703","452735.594736647","0"
"3000000","CDFI2260032025000021","2025-11-27","","01","영업/정상","13","영업중","","","","","","","","서울특별시 종로구 종로6가 49","서울특별시 종로구 종로43길 15, 4층 (종로6가)","03124","편안정","2025-11-27 09:33:43","I","2025-11-29 00:20:02.0","","200613.281663753","452191.016680922","0"
"3000000","CDFI2260032025000022","2025-11-27","","01","영업/정상","13","영업중","","","","","","","","서울특별시 종로구 낙원동 98-1","서울특별시 종로구 수표로 132-1, 5~6층 (낙원동)","03133","소락방 주식회사","2025-11-27 09:38:29","I","2025-11-29 00:20:02.0","","198912.882064705","452284.28899958","0"
"3000000","CDFI2260032025000023","2025-11-27","","01","영업/정상","13","영업중","","","","","","","","서울특별시 종로구 연지동 258-4 영지빌딩","서울특별시 종로구 대학로1길 34-11, 영지빌딩 4층 (연지동)","03129","스테이누아 종로","2025-11-27 09:44:50","I","2025-11-29 00:20:02.0","","199969.999699615","452226.549323254","0"
"3000000","CDFI2260032025000024","2025-11-27","","01","영업/정상","13","영업중","","","","","","","","서울특별시 종로구 관철동 7-11 예지빌딩","서울특별시 종로구 종로14길 19, 예지빌딩 3층 (관철동)","03190","1996 종로인","2025-11-27 09:46:20","I","2025-11-29 00:20:02.0","","198786.901723323","451865.494241718","0"
"3000000","CDFI2260032025000017","2025-10-20","","01","영업/정상","13","영업중","","","","","","","","서울특별시 종로구 관수동 13-2 다비치타워","서울특별시 종로구 수표로 91, 다비치타워 4~7층 (관수동)","03191","THE EXTAY LOUNGE","2025-10-20 07:54:33","I","2025-10-23 00:20:17.0","","198984.604875284","451902.022816125","0"
"3000000","CDFI2260032025000018","2025-10-20","","01","영업/정상","13","영업중","","","","","","","","서울특별시 종로구 관철동 11-24 금옥빌딩","서울특별시 종로구 삼일대로15길 17, 금옥빌딩 3,8층 (관철동)","03190","먼슬리브 종로 종각역 호텔 스테이","2025-10-20 14:03:17","I","2025-10-23 00:20:17.0","","198743.189527622","451823.235571773","0"
"3000000","CDFI2260032023000001","2023-02-15","","01","영업/정상","13","영업중","","","","","","","","서울특별시 종로구 원남동 233 종로하루","서울특별시 종로구 창경궁로21가길 5-3, 종로하루 (원남동)","03136","종로하루","2025-08-19 08:37:48","U","2025-08-21 02:40:00.0","","199626.352160596","452520.392539419","0"
"3000000","CDFI2260032024000001","2024-02-21","","01","영업/정상","13","영업중","","","","","02-6006-9114","","","서울특별시 종로구 견지동 65-1 천마빌딩","서울특별시 종로구 우정국로 46, 천마빌딩 (견지동)","03145","더프리마호텔 종로","2025-05-22 11:13:03","U","2025-05-24 02:40:00.0","","198469.85451949","452315.746209246","0"
"3000000","CDFI2260032017000001","2017-06-08","","01","영업/정상","13","영업중","","","","","02-2231-2757","","","서울특별시 종로구 숭인동 202-13","서울특별시 종로구 종로66가길 21 (숭인동)","03115","서울앤호텔 동대문","2021-01-26 09:23:23","U","2021-01-28 02:40:00.0","","201770.687981914","452337.690748925","0"
"3000000","CDFI2260032025000013","2025-09-25","","01","영업/정상","13","영업중","","","","","","","","서울특별시 종로구 와룡동 116-1 고려빌딩","서울특별시 종로구 돈화문로 92, 고려빌딩 2~5층 (와룡동)","03134","클래식 아파트먼트 익선","2025-09-25 14:04:31","I","2025-09-27 00:20:02.0","","199094.426974085","452705.663555768","0"
"3000000","CDFI2260032025000014","2025-09-25","","01","영업/정상","13","영업중","","","","","","","","서울특별시 종로구 효제동 245-11","서울특별시 종로구 대학로2길 13, 2~3층 (효제동)","03126","하우스 오손 종묘점","2025-09-25 14:34:40","I","2025-09-27 00:20:02.0","","200179.814528611","452151.358602176","0"
"3000000","CDFI2260032025000011","2025-09-24","","01","영업/정상","13","영업중","","","","","","","","서울특별시 종로구 관수동 87 한남빌딩","서울특별시 종로구 돈화문로 5-5, 한남빌딩 4,6층 (관수동)","03192","HELLO HOSTEL","2025-10-14 15:20:42","U","2025-10-16 02:40:00.0","","199221.509430179","451851.540972503","0"
"3000000","CDFI2260032025000012","2025-09-24","","01","영업/정상","13","영업중","","","","","","","","서울특별시 종로구 청진동 11-6 삼선빌딩","서울특별시 종로구 종로5길 32-5, 삼선빌딩 5층 (청진동)","03158","하나데이즈 종로광화문(Hana Days Jongno-Gwanghwamun","2025-09-24 16:58:27","I","2025-09-26 00:20:21.0","","198237.929525915","452179.998288835","0"
"3000000","CDFI2260032025000016","2025-10-14","","01","영업/정상","13","영업중","","","","","","","","서울특별시 종로구 관철동 12-23","서울특별시 종로구 삼일대로17길 17, 3층 (관철동)","03190","HI STAY JONGNO","2025-11-24 15:52:31","U","2025-11-26 02:40:00.0","","198737.963708985","451864.041221302","0"
"3000000","CDFI2260032025000010","2025-08-14","","01","영업/정상","13","영업중","","","","","","","","서울특별시 종로구 숭인동 178-90","서울특별시 종로구 종로65길 12-22 (숭인동)","03112","브릭 스테이 (BRIC STAY)","2026-02-10 18:00:05","U","2026-02-12 02:40:00.0","","201741.476646868","452548.707959757","0"
"3000000","CDFI2260032026000008","2026-02-02","","01","영업/정상","13","영업중","","","","","","","","서울특별시 종로구 충신동 148","서울특별시 종로구 율곡로22길 12-14, 4층 (충신동)","03123","연경당","2026-02-10 16:04:50","U","2026-02-12 02:40:00.0","","200349.182282318","452499.369331122","0"
"3000000","CDFI2260032020000001","2020-10-23","","01","영업/정상","13","영업중","","","","","02-2236-3144","","","서울특별시 종로구 숭인동 217-19","서울특별시 종로구 난계로29길 73, 호텔디엠 (숭인동)","03115","호텔 DM","2024-12-18 10:20:38","U","2024-12-20 02:40:00.0","","201643.277882724","452339.843125652","0"
"3000000","CDFI2260032020000002","2020-11-16","","01","영업/정상","13","영업중","","","","","02-6353-7700","","","서울특별시 종로구 원남동 49-17 오라카이 대학로 호텔","서울특별시 종로구 율곡로 180, 오라카이 대학로 호텔 (원남동)","03127","오라카이 대학로 호텔","2024-08-06 13:45:17","U","2024-08-08 02:40:00.0","","199821.363678095","452603.475535058","0"
"3000000","CDFI2260032025000007","2025-05-27","","01","영업/정상","13","영업중","","","","","","","","서울특별시 종로구 창신동 444-5","서울특별시 종로구 종로46길 20, 4, 5층 (창신동)","03119","D-STAY HOSTEL","2025-07-02 09:50:35","U","2025-07-04 02:40:00.0","","200841.176868527","452049.502624754","0"
"3000000","CDFI2260032025000008","2025-05-27","","01","영업/정상","13","영업중","","","","","","","","서울특별시 종로구 돈의동 76-2 호텔 더메이","서울특별시 종로구 수표로26길 10, 호텔 더메이 7~10층 (돈의동)","03139","더 메이 호텔","2025-05-27 16:39:45","I","2025-05-29 00:20:10.0","","199009.716569888","452188.241668341","0"
"3000000","CDFI2260032025000006","2025-05-19","","01","영업/정상","13","영업중","","","","","","","","서울특별시 종로구 숭인동 1142 루밍하우스코리아","서울특별시 종로구 보문로1길 8, 루밍하우스코리아 1층 (숭인동)","03111","루나하우스","2025-07-02 09:41:29","U","2025-07-04 02:40:00.0","","201936.189136207","452665.980629598","0"
"3000000","CDFI2260032025000009","2025-06-12","","01","영업/정상","13","영업중","","","","","","","","서울특별시 종로구 익선동 33-7 이레빌딩","서울특별시 종로구 삼일대로32가길 15, 이레빌딩 1~7층 (익선동)","03132","엠제이호텔","2025-07-02 09:53:00","U","2025-07-04 02:40:00.0","","198946.090371308","452525.716079111","0"
"3000000","CDFI2260032021000004","2021-04-15","","01","영업/정상","13","영업중","","","","","","","","서울특별시 종로구 익선동 89","서울특별시 종로구 삼일대로32가길 38, 킹스가든 2~7층 (익선동)","03132","킹스가든","2023-09-20 08:55:16","U","2023-09-22 02:40:00.0","","199022.300982384","452472.976006603","0"
"3000000","CDFI2260032025000004","2025-03-20","","01","영업/정상","13","영업중","","","","","","","","서울특별시 종로구 관철동 19-16 신양빌딩","서울특별시 종로구 삼일대로17길 46, 신양빌딩 4,5층 (관철동)","03189","수레지던스","2025-04-04 15:06:11","U","2025-04-06 02:40:00.0","","198600.044394976","451890.546463187","0"
"3000000","CDFI2260032025000003","2025-03-12","","01","영업/정상","13","영업중","","","","","","","","서울특별시 종로구 종로5가 42-1 메디칼라움빌딩","서울특별시 종로구 종로 233-1, 메디칼라움빌딩 4, 5층 (종로5가)","03126","EIGHT REST HOSTEL","2025-04-04 14:59:43","U","2025-04-06 02:40:00.0","","200259.754525539","452113.150872578","0"
"3000000","CDFI2260032016000001","2016-01-27","","01","영업/정상","13","영업중","","","","","02  745 1986","","","서울특별시 종로구 창신동 329-18 2,3층","서울특별시 종로구 종로54길 9-10, 2,3층 (창신동)","03121","동대문 서울달빛","2023-12-19 16:17:44","U","2023-12-21 02:40:00.0","","201214.620228217","452180.406567952","0"
"3000000","CDFI2260032025000001","2025-02-25","","01","영업/정상","13","영업중","","","","","","","","서울특별시 종로구 연건동 195-14 브루클린 호텔","서울특별시 종로구 창경궁로16길 73-4, 브루클린 호텔 (연건동)","03127","브루클린","2025-03-20 11:19:35","U","2025-03-22 02:40:00.0","","200073.606445663","452544.53788058","0"
"3000000","CDFI2260032025000002","2025-03-06","","01","영업/정상","13","영업중","","","","","","","","서울특별시 종로구 돈의동 103-62","서울특별시 종로구 돈화문로9가길 19 (돈의동)","03139","익선 아뜨리에","2025-03-06 13:50:30","I","2025-03-08 00:10:36.0","","199130.409496824","452218.631188846","0"
"3000000","CDFI2260032023000002","2023-12-20","","01","영업/정상","13","영업중","","","","","","","","서울특별시 종로구 숭인동 217-26 케이디오피스텔","서울특별시 종로구 종로62길 17, 케이디오피스텔 4~5층 (숭인동)","03115","케이디 호스텔","2024-08-28 10:13:04","U","2024-08-30 02:40:00.0","","201649.840328936","452323.368074798","0"
"3000000","CDFI2260031968000001","1968-05-01","","01","영업/정상","13","영업중","","","","","02-741-7811","","","서울특별시 종로구 창신동 444-14","서울특별시 종로구 종로 286 (창신동, 이스턴호텔)","03119","동대문관광호텔","2025-07-10 11:12:57","U","2025-07-12 02:40:00.0","","200846.171043058","452069.005122414","0"
"3000000","CDFI2260031969000001","1969-05-01","","01","영업/정상","13","영업중","","","","","02-6365-6500","","","서울특별시 종로구 장사동 227-1","서울특별시 종로구 청계천로 137 (장사동, 센트럴관광호텔)","03193","센추럴","2023-11-22 17:26:41","U","2023-11-24 02:40:00.0","","199302.818541341","451834.817165156","0"
"3000000","CDFI2260031970000001","1970-05-01","","01","영업/정상","13","영업중","","","","","02-741-7080","","","서울특별시 종로구 창신동 436-73","서울특별시 종로구 청계천로 341 (창신동, 삼호호텔)","03120","VATICA HOTEL(바티카 호텔)","2024-01-09 09:50:33","U","2024-01-11 02:40:00.0","","201302.883783666","451982.388503793","0"
"3000000","CDFI2260032016000006","2016-06-14","","01","영업/정상","13","영업중","","","","","02-742-2948","","","서울특별시 종로구 명륜4가 188-12 2,3층","서울특별시 종로구 창경궁로 224, 2,3층 (명륜4가, 서울시티빌딩)","03079","호스텔 데이","2023-12-19 16:18:36","U","2023-12-21 02:40:00.0","","199747.024385135","453304.910568114","0"
"3000000","CDFI2260032018000001","2018-02-14","","01","영업/정상","13","영업중","","","","","2235-1301","","","서울특별시 종로구 숭인동 1405","서울특별시 종로구 난계로29길 19-11 (숭인동)","03116","루미아호텔","2025-10-14 15:21:56","U","2025-10-16 02:40:00.0","","201895.419403144","452395.129773561","0"
"3000000","CDFI2260032014000005","2014-05-08","","01","영업/정상","13","영업중","","","","","02-742-6200","","110-842","서울특별시 종로구 창신동 444-9","서울특별시 종로구 종로46길 22 (창신동)","03119","24guesthouse동대문마켓점","2023-12-19 16:11:47","U","2023-12-21 02:40:00.0","","200833.121381281","452040.323909642","0"
"3000000","CDFI2260032014000006","2014-06-02","","01","영업/정상","13","영업중","","","","","02-2268-8011","","","서울특별시 종로구 관철동 35-1 동산빌딩","서울특별시 종로구 종로16길 32-4, 동산빌딩 3,4,5층 (관철동)","03191","호스텔 클로이","2023-12-19 16:12:34","U","2023-12-21 02:40:00.0","","198924.493311656","451826.54074884","0"
"3000000","CDFI2260032014000007","2014-07-21","","01","영업/정상","13","영업중","","","","","02-742-8080","","110-450","서울특별시 종로구 원남동 25","서울특별시 종로구 율곡로 179 (원남동)","03081","메이플레이스 호텔 서울 동대문","2023-12-19 16:23:09","U","2023-12-21 02:40:00.0","","199818.769709814","452646.808088738","0"
"3000000","CDFI2260032015000001","2015-01-26","","01","영업/정상","13","영업중","","","","","02-744-1271","","110-380","서울특별시 종로구 권농동 127-1","서울특별시 종로구 율곡로10길 11 (권농동)","03134","언플러그 안국","2026-02-10 17:58:40","U","2026-02-12 02:40:00.0","","199156.623916493","452747.807991092","0"
"3000000","CDFI2260032015000006","2015-12-21","","01","영업/정상","13","영업중","","","","","02-6060-9000, 9182","","","서울특별시 종로구 수송동 51-8","서울특별시 종로구 삼봉로 71 (수송동, G타워)","03150","신라스테이 광화문","2023-10-11 09:42:02","U","2023-10-13 02:40:00.0","","198260.063190604","452262.484573124","0"
"3000000","CDFI2260032016000005","2016-06-01","","01","영업/정상","13","영업중","","","","","02-767-9800","","","서울특별시 종로구 인의동 48-26 호텔아트리움","서울특별시 종로구 창경궁로 106, 호텔아트리움 (인의동)","03130","호텔 아트리움","2025-05-20 11:12:13","U","2025-05-22 02:40:00.0","","199764.69151091","452177.255224359","0"
"3000000","CDFI2260032016000002","2016-02-02","","01","영업/정상","13","영업중","","","","","02-747-5000","","","서울특별시 종로구 낙원동 132-2","서울특별시 종로구 돈화문로11길 33 (낙원동)","03139","베스트웨스턴 종로(인사동)","2026-03-26 17:14:45","U","2026-03-28 02:40:00.0","","199006.673946375","452233.299150748","0"
"3000000","CDFI2260032016000003","2016-03-09","","01","영업/정상","13","영업중","","","","","02-2250-3000","","","서울특별시 종로구 숭인동 1396","서울특별시 종로구 난계로 241 (숭인동)","03116","아이비씨호텔","2023-12-19 16:26:32","U","2023-12-21 02:40:00.0","","201949.270716491","452329.735166543","0"
"3000000","CDFI2260032016000004","2016-03-15","","01","영업/정상","13","영업중","","","","","02-732-1101","","","서울특별시 종로구 관철동 43-8","서울특별시 종로구 청계천로 61, 10~12층 (관철동)","03189","호스텔 하루","2025-01-08 09:34:17","U","2025-01-10 02:40:00.0","","198545.22241783","451854.820889784","0"
"3000000","CDFI2260032013000001","2013-01-25","","01","영업/정상","13","영업중","","","","","","","","서울특별시 종로구 익선동 33-24","서울특별시 종로구 삼일대로32가길 20 (익선동)","03132","ICON","2023-10-20 09:14:27","U","2023-10-22 02:40:00.0","","198951.339009067","452506.320099222","0"
"3000000","CDFI2260032013000002","2013-02-13","","01","영업/정상","13","영업중","","","","","744-4647","","110-340","서울특별시 종로구 익선동 46","서울특별시 종로구 삼일대로32가길 33 (익선동)","03132","호텔 다다-인사","2023-10-20 09:15:20","U","2023-10-22 02:40:00.0","","199006.378605147","452484.083300535","0"
"3000000","CDFI2260031980000001","1980-04-01","","01","영업/정상","13","영업중","","","","","02-3676-8000","","","서울특별시 종로구 낙원동 25","서울특별시 종로구 삼일대로30길 9 (낙원동, 종로 크라운 호텔)","03132","종로크라운","2023-10-10 09:25:46","U","2023-10-12 02:40:00.0","","198886.944446027","452419.42955676","0"
"3000000","CDFI2260031990000001","1990-04-02","","01","영업/정상","13","영업중","","","","","02-379-0520","","","서울특별시 종로구 평창동 66-50","서울특별시 종로구 평창문화로 136 (평창동, 킴스관광호텔)","03010","동화킴스관광호텔","2024-05-20 10:30:04","U","2024-05-22 02:40:00.0","","197733.39181877","456346.84737021","0"
"3000000","CDFI2260032007000001","2007-09-04","","01","영업/정상","13","영업중","","","","","02-6262-8282","","110-320","서울특별시 종로구 낙원동 272","서울특별시 종로구 인사동4길 18 (낙원동)","03163","오라카이 인사동 스위츠","2024-01-19 09:19:30","U","2024-01-21 02:40:00.0","","198811.497417806","452301.907780717","0"
"3000000","CDFI2260032012000001","2012-04-04","","01","영업/정상","13","영업중","","","","","02-2223-6500","","110-420","서울특별시 종로구 관수동 124 외1","서울특별시 종로구 청계천로 117 (관수동)","03192","호텔베뉴지","2025-11-07 17:31:00","U","2025-11-09 02:40:00.0","","199121.144814384","451827.704774757","0"
"3000000","CDFI2260032012000003","2012-11-09","","01","영업/정상","13","영업중","","","","","02-731-1000","","110-704","서울특별시 종로구 관훈동 198-42","서울특별시 종로구 인사동5길 38 (관훈동)","03149","아미드 호텔 서울","2024-01-22 13:23:37","U","2024-01-24 02:40:00.0","","198534.549198735","452256.166993396","0"
"3000000","CDFI2260032015000004","2015-09-30","","01","영업/정상","13","영업중","","","","","02-6388-5000","","","서울특별시 종로구 당주동 29","서울특별시 종로구 새문안로 97 (당주동)","03183","포시즌스 호텔 서울","2025-11-07 14:01:11","U","2025-11-09 02:40:00.0","","197758.993026787","452053.420838552","0"
"3000000","CDFI2260032013000003","2013-04-08","","01","영업/정상","13","영업중","","","","","02-744-6844","","110-360","서울특별시 종로구 와룡동 68","서울특별시 종로구 돈화문로 66 (와룡동)","03134","Hostel Tommy 호스텔 토미","2025-06-13 09:27:58","U","2025-06-15 02:40:00.0","","199153.425066203","452459.177175342","0"
"3000000","CDFI2260032013000004","2013-05-03","","01","영업/정상","13","영업중","","","","","742-4025, 4030","","110-350","서울특별시 종로구 운니동 19","서울특별시 종로구 율곡로6길 13-3 (운니동)","03131","노블관광호텔","2024-03-05 10:44:42","U","2024-03-07 02:40:00.0","","199016.856080944","452710.006795455","0"
"3000000","CDFI2260032013000006","2013-05-23","","01","영업/정상","13","영업중","","","","","","","110-360","서울특별시 종로구 와룡동 140","서울특별시 종로구 돈화문로 85 (와룡동)","03131","바운드 호스텔","2025-10-24 15:36:08","U","2025-10-26 02:40:00.0","","199074.670635062","452648.894407231","0"
