OPNSFTEAMCODE,MGTNO,APVPERMYMD,APVCANCELYMD,TRDSTATEGBN,TRDSTATENM,DTLSTATEGBN,DTLSTATENM,DCBYMD,CLGSTDT,CLGENDDT,ROPNYMD,SITETEL,SITEAREA,SITEPOSTNO,SITEWHLADDR,RDNWHLADDR,RDNPOSTNO,BPLCNM,LASTMODTS,UPDATEGBN,UPDATEDT,UPTAENM,X,Y,CULPHYEDCOBNM,CULWRKRSENM,REGNSENM,TOTNUMLAY,NEARENVNM,MNFACTREARTCLCN,INSURORGNM,BDNGSRVNM,JISGNUMLAY,UNDERNUMLAY,STROOMCNT,CNSTYAREA,ENGSTNTRNMNM,ENGSTNTRNMADDR,SHPTOTTONS,SHPCNT,SHPINFO,STAGEAR,CHAIRCNT,SVNSR,MEETSAMTIMESYGSTF,FACILAR,PLAYUTSCNTDTL,PLAYFACILCNT,BCFACILEN,GEICPFACILEN,DISPENEN,INFOBEN,PLNINSURSTDT,PLNINSURENDDT,CAPT,INSURSTDT,INSURENDDT,AFC,FACILSCP,TRSTLODGCLNM
3130000,CDFI2260032022000001,2022-10-12,,01,영업/정상,13,영업중,,,,,02-6410-1000,,,서울특별시 마포구 마포동 450 나루,서울특별시 마포구 마포대로 8 (마포동),04176,호텔 나루,2023-03-30 15:17:35,U,2023-05-26 08:48:36.0,,195002.716187445,448331.067134872,관광숙박업,,근린상업지역,29,,,,,24,5,196,0,Hotel Naru,TOURIST ACCOMMODATION(TOURIST HOTEL),0,0,,0,0,,0,27340.92,,0,,,,,,,0,,,,27341,관광호텔업
3130000,CDFI2260032023000001,2023-06-30,,01,영업/정상,13,영업중,,,,,,,,서울특별시 마포구 서교동 460-25,서울특별시 마포구 월드컵북로5길 41 (서교동),04002,크리에이터타운 서교,2025-07-16 17:12:52,U,2025-07-18 02:40:00.0,,192579.727675563,450446.890829184,관광숙박업,,일반주거지역,10,,,,,7,3,296,0,,,0,0,,0,0,,0,13942.06,,0,,,,,,,0,,,,13942,관광호텔업
3130000,CDFI2260032025000001,2025-04-21,,01,영업/정상,13,영업중,,,,,,,,서울특별시 마포구 동교동 161-10,"서울특별시 마포구 월드컵북로2길 19, 2~5층 (동교동)",03995,스테이 더 이룸,2025-07-18 16:05:13,U,2025-07-20 02:40:00.0,,193031.771142009,450456.462818787,관광숙박업,,근린상업지역,0,기타,,7실,,0,0,7,0,Stay the Eeroom,,0,0,,0,0,,0,456.77,,0,,,,,,,0,,,,457,호스텔업
3130000,CDFI2260032025000002,2025-06-17,,01,영업/정상,13,영업중,,,,,,,,서울특별시 마포구 동교동 175-2,"서울특별시 마포구 신촌로4길 10, 2층 (동교동)",04056,비아르떼,2025-09-15 10:09:24,U,2025-09-17 02:40:00.0,,193599.722243995,450582.835698566,관광숙박업,,준주거지역,0,,,2실,단독주택,2,0,2,0,B-Arte,,0,0,,0,0,,0,77.49,,0,,,,,,,0,,,,77,호스텔업
3130000,CDFI2260032025000003,2025-07-28,,01,영업/정상,13,영업중,,,,,,,,서울특별시 마포구 서교동 354-12,"서울특별시 마포구 양화로 118, 5층 (서교동)",04038,슬로우온 호스텔,2025-09-15 10:11:02,U,2025-09-17 02:40:00.0,,192880.563694394,450175.878676492,관광숙박업,,근린상업지역,1,학교정화(상대),,,숙박시설,5,0,15,0,Slow-on Hostel,,0,0,,0,0,,0,242.93,,0,,,,,,,0,,,,243,호스텔업
3130000,CDFI2260032025000004,2025-09-02,,01,영업/정상,13,영업중,,,,,,,,서울특별시 마포구 서교동 354-19,"서울특별시 마포구 양화로 124, 3층 (서교동)",04038,더 센트럴 홍대,2025-09-15 10:10:37,U,2025-09-17 02:40:00.0,,192937.426138742,450226.210530626,관광숙박업,,근린상업지역,1,학교정화(상대),,,근린생활시설,3,0,9,0,,,0,0,,0,0,,0,196,,0,,,,,,,160000000,,,,196,호스텔업
3130000,CDFI2260032025000005,2025-09-02,,01,영업/정상,13,영업중,,,,,,,,서울특별시 마포구 노고산동 54-92,"서울특별시 마포구 신촌로12나길 32, 2층 (노고산동)",04057,코코스테이,2025-10-10 09:45:33,U,2025-10-12 02:40:00.0,,194121.619460487,450289.132332369,관광숙박업,,준주거지역,1,,,,,2,0,7,0,,,0,0,,0,0,,0,131.71,,0,,,,,,,0,,,,132,호스텔업
3130000,CDFI2260032025000006,2025-10-21,,01,영업/정상,13,영업중,,,,,,,,서울특별시 마포구 동교동 179-27,"서울특별시 마포구 신촌로4길 5-5, 1층 (동교동)",04056,비아르떼 서울,2025-11-03 17:41:10,U,2025-11-05 02:40:00.0,,193644.058184763,450596.886231733,관광숙박업,,준주거지역,1,기타,,,근린생활시설,1,0,2,0,,,0,0,,0,0,,0,57.23,,0,,,,,,,110000000,,,,57,호스텔업
3130000,CDFI2260032025000007,2025-12-15,,01,영업/정상,13,영업중,,,,,,,,서울특별시 마포구 노고산동 107-29,"서울특별시 마포구 서강로20길 11, 2층 (노고산동)",04100,골든(Golden) 신촌홍대점,2025-12-16 15:38:33,I,2025-12-18 00:20:42.0,,194320.816094842,450185.405671283,관광숙박업,,일반상업지역,1,기타,,,근린생활시설,2,0,10,0,,,0,0,,0,0,,0,145.96,,0,,,,,,,100000000,,,,146,호스텔업
3130000,CDFI2260032025000008,2025-12-15,,01,영업/정상,13,영업중,,,,,,,,서울특별시 마포구 노고산동 106-7 BS타워,"서울특별시 마포구 서강로 132, BS타워 13층 (노고산동)",04100,로프트13,2025-12-16 15:38:56,I,2025-12-18 00:20:42.0,,194225.490221946,450179.109724203,관광숙박업,,일반상업지역,0,,,,,13,0,7,0,,,0,0,,0,0,,0,170.7,,0,,,,,,,0,,,,171,호스텔업
3130000,CDFI2260032026000001,2026-02-02,,01,영업/정상,13,영업중,,,,,,,,서울특별시 마포구 노고산동 57-39 신촌병우빌딩,"서울특별시 마포구 서강로 133, 신촌병우빌딩 5,7층 (노고산동)",04058,스테이플랜비,2026-03-30 08:40:48,U,2026-04-01 02:40:00.0,,194209.190531122,450239.854658343,관광숙박업,,일반상업지역,0,,,,,0,0,14,0,STAY PLAN B,HOSTEL BUSINESS,0,0,,0,0,,0,501.9,,0,,,,,,,380000000,,,,502,호스텔업
3130000,CDFI2260032026000002,2026-02-02,,01,영업/정상,13,영업중,,,,,,,,서울특별시 마포구 노고산동 106-7 BS타워,"서울특별시 마포구 서강로 132, BS타워 4,7층 (노고산동)",04100,더집서울,2026-02-23 10:37:51,U,2026-02-25 02:40:00.0,,194225.490221946,450179.109724203,관광숙박업,,일반상업지역,0,,,,,0,0,7,0,THEZIP SEOUL,HOSTEL BUSINESS,0,0,,0,0,,0,341.4,,0,,,,,,,460000000,,,,341,호스텔업
3130000,CDFI2260032026000003,2026-03-11,,01,영업/정상,13,영업중,,,,,,,,서울특별시 마포구 노고산동 57-38 JK빌딩,"서울특별시 마포구 서강로 135, JK빌딩 2층 (노고산동)",04058,신촌스테이,2026-03-11 11:20:28,I,2026-03-13 00:20:02.0,,194224.210759149,450250.907145243,관광숙박업,,일반상업지역,1,,,,숙박시설,2,0,7,958,Sinchon Stay,HOSTEL BUSINESS,0,0,,0,0,,0,193.19,,0,,,,,,,0,,,,193,호스텔업
3130000,CDFI2260032026000004,2026-03-19,,01,영업/정상,13,영업중,,,,,,,,서울특별시 마포구 서교동 373-2,서울특별시 마포구 잔다리로 49 (서교동),04043,코스모하버 홍대,2026-03-19 17:01:33,I,2026-03-22 00:20:02.0,,192721.261485839,450003.219247786,관광숙박업,,준주거지역,6,,,,,5,1,0,0,COSMOHARBOR Hongdae,HOSTEL BUSINESS,0,0,,0,0,,0,0,,0,,,,,,,0,,,,0,호스텔업
3130000,CDFI2260032026000005,2026-03-19,,01,영업/정상,13,영업중,,,,,,,,서울특별시 마포구 동교동 161-10,서울특별시 마포구 월드컵북로2길 19 (동교동),03995,스테이히어어게인,2026-03-20 09:27:15,I,2026-03-22 00:20:02.0,,193031.771142009,450456.462818787,관광숙박업,,근린상업지역,0,,,,,0,0,0,0,"STAY HERE, AGAIN",HOSTEL BUSINESS,0,0,,0,0,,0,0,,0,,,,,,,0,,,,0,호스텔업
3130000,CDFI2260032026000006,2026-04-03,,01,영업/정상,13,영업중,,,,,,,,서울특별시 마포구 노고산동 56-7 백산빌딩,"서울특별시 마포구 신촌로16길 34, 백산빌딩 (노고산동)",04057,K-그랜드 호스텔 신촌,2026-04-03 17:14:49,I,2025-12-04 00:05:00.0,,194117.365875122,450220.187710375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3130000,CDFI2260032026000007,2026-04-03,,01,영업/정상,13,영업중,,,,,,,,서울특별시 마포구 서교동 354-12,"서울특별시 마포구 양화로 118, 4층 (서교동)",04038,홍대 온기,2026-04-03 17:16:23,I,2025-12-04 00:05:00.0,,192880.563694394,450175.878676492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
