사용승인일자,화재조기진압용스프링클러(H)설치여부,건축물일련번호,스프링클러(AV)설치여부,주소,시도명,시군구명,읍면동명,스프링클러(H)설치여부,화재조기진압용스프링클러(AV)설치여부,간이스프링클러(H)설치여부,대상물명,간이스프링클러(AV)설치여부,지번주소_매칭,도로명주소_매칭,매칭건물명,매칭건축물대장PK,매칭소스,매칭방식,매칭점수
20160905,N,11000000253406,N,서울특별시 강남구 역삼동,서울특별시,강남구,역삼동,N,N,N,디아티스트호텔(구.벨라루나호텔),N,,,,,,,0.0
20151110,N,11000000254579,N,서울특별시 중구 광희동1가,서울특별시,중구,광희동1가,N,N,N,NO25호텔(구:킹모텔),N,,,,,,,0.0
20171101,N,11000000255642,Y,서울특별시 종로구 숭인동,서울특별시,종로구,숭인동,Y,N,N,루미아Ⅱ(종로구 숭인동 관광호텔 ),N,,,,,,,0.0
20151210,N,11000000256303,Y,서울특별시 중구 북창동,서울특별시,중구,북창동,Y,N,N,호텔르서울,N,,,,,,,0.0
20151223,N,11000000256308,N,서울특별시 중구 남대문로5가,서울특별시,중구,남대문로5가,N,N,N,호텔 레스(구.요우커모텔),N,,,,,,,0.0
20160219,N,11000000256908,N,서울특별시 영등포구 영등포동3가,서울특별시,영등포구,영등포동3가,N,N,N,하라스호텔,N,,,,,,,0.0
20161116,N,11000000257338,Y,서울특별시 강남구 역삼동,서울특별시,강남구,역삼동,Y,N,N,역삼어반하우스(정애정외1인건물),N,,,,,,,0.0
19910924,N,11000000262763,N,서울특별시 중구 광희동1가,서울특별시,중구,광희동1가,N,N,N,광희동1가 182-20건물,N,,,,,,,0.0
20160719,N,11000000264038,Y,서울특별시 송파구 장지동,서울특별시,송파구,장지동,Y,N,N,힐스테이트송파위례(c1-1 블럭 위례지구,N,,,,,,,0.0
20160907,N,11000000265824,N,서울특별시 영등포구 양평동1가,서울특별시,영등포구,양평동1가,N,N,N,샤또관광호텔,N,,,,,,,0.0
20160929,N,11000000268961,Y,서울특별시 송파구 문정동,서울특별시,송파구,문정동,Y,N,Y,송파파크하비오푸르지오(중점 가스 특별),Y,,,,,,,0.0
19841123,N,11000000270491,N,서울특별시 중구 황학동,서울특별시,중구,황학동,N,N,N,황학동234,N,,,,,,,0.0
20161124,N,11000000275352,Y,서울특별시 영등포구 영등포동3가,서울특별시,영등포구,영등포동3가,Y,N,N,호텔GMS,N,,,,,,,0.0
19920710,N,11000000294307,N,서울특별시 종로구 연지동,서울특별시,종로구,연지동,N,N,N,연지동258-4건물,N,,,,,,,0.0
20161208,N,11000000300266,N,서울특별시 중구 충무로2가,서울특별시,중구,충무로2가,N,N,N,UH호텔(구.호텔도토명동),N,,,,,,,0.0
20161209,N,11000000310339,N,서울특별시 성동구 도선동,서울특별시,성동구,도선동,N,N,Y,도선동 119 건물,Y,,,,,,,0.0
20170111,N,11000000312677,Y,서울특별시 서초구 서초동,서울특별시,서초구,서초동,Y,N,N,서초신라스테이호텔,N,,,,,,,0.0
19930806,N,11000000312877,N,서울특별시 강서구 등촌동,서울특별시,강서구,등촌동,N,N,N,등촌동647-53건물,N,,,,,,,0.0
20170512,N,11000000313558,N,서울특별시 영등포구 영등포동2가,서울특별시,영등포구,영등포동2가,N,N,N,영등포동2가34-138건물,N,,,,,,,0.0
20070109,N,11000000313602,N,서울특별시 중구 신당동,서울특별시,중구,신당동,N,N,N,신당동 다가구주택,N,,,,,,,0.0
20170912,N,11000000314758,N,서울특별시 영등포구 당산동1가,서울특별시,영등포구,당산동1가,N,N,N,당산동1가316-1건물,N,,,,,,,0.0
19690920,N,11000000317252,N,서울특별시 용산구 동빙고동,서울특별시,용산구,동빙고동,N,N,N,장문로6길 11,N,,,,,,,0.0
20180409,N,11000000317644,Y,서울특별시 중구 남학동,서울특별시,중구,남학동,Y,N,N,홈즈레드호텔(구.디어스명동호텔),N,,,,,,,0.0
20180504,N,11000000318025,N,서울특별시 중구 을지로2가,서울특별시,중구,을지로2가,N,N,Y,마이티빌딩(구.명동리테일빌딩),Y,,,,,,,0.0
20180523,N,11000000318372,N,서울특별시 강남구 논현동,서울특별시,강남구,논현동,N,N,N,선우현숙건물,N,,,,,,,0.0
20180710,N,11000000318655,Y,서울특별시 송파구 잠실동,서울특별시,송파구,잠실동,Y,N,N,호텔포레스타2(잠실포레스타관광호텔),N,,,,,,,0.0
19680710,N,11000000320416,N,서울특별시 중구 을지로3가,서울특별시,중구,을지로3가,N,N,N,충무로9길 41 건물,N,,,,,,,0.0
20180709,N,11000000320417,N,서울특별시 중구 광희동2가,서울특별시,중구,광희동2가,N,N,N,르릿,N,,,,,,,0.0
20181205,N,11000000321557,N,서울특별시 서초구 서초동,서울특별시,서초구,서초동,N,N,N,서초동1478-14건물,N,,,,,,,0.0
20180817,N,11000000321563,N,서울특별시 서초구 방배동,서울특별시,서초구,방배동,N,N,N,방배동 780-31 건물,N,,,,,,,0.0
20180508,N,11000000321568,N,서울특별시 서초구 방배동,서울특별시,서초구,방배동,N,N,N,방배동 985-13 건물,N,,,,,,,0.0
20180202,N,11000000321653,N,서울특별시 서초구 잠원동,서울특별시,서초구,잠원동,N,N,N,잠원동 12-11 건물,N,,,,,,,0.0
20181219,N,11000000321657,N,서울특별시 서초구 서초동,서울특별시,서초구,서초동,N,N,N,서초동 1610-14 건물,N,,,,,,,0.0
20180228,N,11000000321662,N,서울특별시 서초구 서초동,서울특별시,서초구,서초동,N,N,N,서초동 1360-22 건물,N,,,,,,,0.0
20180109,N,11000000321663,N,서울특별시 서초구 서초동,서울특별시,서초구,서초동,N,N,N,서초동 1443-22 건물,N,,,,,,,0.0
20181004,N,11000000321673,N,서울특별시 서초구 염곡동,서울특별시,서초구,염곡동,N,N,N,소프트플렉스,N,,,,,,,0.0
20190131,N,11000000322475,N,서울특별시 강서구 화곡동,서울특별시,강서구,화곡동,N,N,N,화곡동 376-15 건물,N,,,,,,,0.0
19930811,N,11000000322768,N,서울특별시 마포구 창전동,서울특별시,마포구,창전동,N,N,N,white hoise,N,,,,,,,0.0
20191021,N,11000000324714,N,서울특별시 영등포구 양평동1가,서울특별시,영등포구,양평동1가,N,N,N,문래북로 35 건물,N,,,,,,,0.0
20191127,N,11000000324721,Y,서울특별시 중구 을지로5가,서울특별시,중구,을지로5가,Y,N,N,나인트리호텔 동대문(구.동대문비지니스호텔),N,,,,,,,0.0
20200120,N,11000000325505,Y,서울특별시 중구 을지로6가,서울특별시,중구,을지로6가,Y,N,N,을지로43길 9-8 건물,N,,,,,,,0.0
20190325,N,11000000325829,N,서울특별시 서초구 방배동,서울특별시,서초구,방배동,N,N,N,방배동 454-7 건물,N,,,,,,,0.0
20190702,N,11000000325831,N,서울특별시 서초구 방배동,서울특별시,서초구,방배동,N,N,N,방배동 895-12 건물,N,,,,,,,0.0
20190430,N,11000000325878,N,서울특별시 서초구 신원동,서울특별시,서초구,신원동,N,N,N,신원동 6-9 건물,N,,,,,,,0.0
20200922,N,11000000329161,N,서울특별시 영등포구 대림동,서울특별시,영등포구,대림동,N,N,N,동양아트빌Ⅱ,N,,,,,,,0.0
20201030,N,11000000329163,N,서울특별시 영등포구 신길동,서울특별시,영등포구,신길동,N,N,N,신길동 732건물,N,,,,,,,0.0
20200917,N,11000000329165,N,서울특별시 영등포구 신길동,서울특별시,영등포구,신길동,N,N,N,신길동 4348-2건물,N,,,,,,,0.0
20201013,N,11000000329171,N,서울특별시 영등포구 당산동2가,서울특별시,영등포구,당산동2가,N,N,N,당산동2가 147-9건물,N,,,,,,,0.0
20200108,N,11000000329174,N,서울특별시 영등포구 신길동,서울특별시,영등포구,신길동,N,N,N,신길동 3741-56건물,N,,,,,,,0.0
20200214,N,11000000329175,N,서울특별시 영등포구 대림동,서울특별시,영등포구,대림동,N,N,N,JABEZ HOUSE,N,,,,,,,0.0
20200214,N,11000000329176,N,서울특별시 영등포구 대림동,서울특별시,영등포구,대림동,N,N,N,JABEZ HOUSE 2,N,,,,,,,0.0
20210503,N,11000000330013,N,서울특별시 종로구 효제동,서울특별시,종로구,효제동,Y,N,N,(주)해와 건물,N,,,,,,,0.0
20130319,N,11000000331422,N,서울특별시 중구 북창동,서울특별시,중구,북창동,Y,N,N,신신호텔2,N,,,,,,,0.0
20220730,N,11000000334169,N,서울특별시 종로구 창신동,서울특별시,종로구,창신동,Y,N,N,창신동관광숙박시설,Y,,,,,,,0.0
20221208,N,11000000335576,N,서울특별시 서초구 방배동,서울특별시,서초구,방배동,N,N,N,주식회사 세진개발 건물,N,,,,,,,0.0
20230323,N,11000000336700,Y,서울특별시 중구 을지로2가,서울특별시,중구,을지로2가,Y,N,N,기랑에셋(구.SM명동),N,,,,,,,0.0
20230413,N,11000000336973,Y,서울특별시 종로구 관수동,서울특별시,종로구,관수동,Y,N,N,(주)누보홀딩스 건물,N,,,,,,,0.0
20230419,N,11000000337029,Y,서울특별시 종로구 익선동,서울특별시,종로구,익선동,Y,N,N,URBAN STAY(익선동53),N,,,,,,,0.0
20230922,N,11000000338212,Y,서울특별시 중구 충무로5가,서울특별시,중구,충무로5가,Y,N,N,디앤써밋충무로(충무로5가 22-21),N,,,,,,,0.0
20240315,N,11330000018110,Y,서울특별시 영등포구 양평동3가,서울특별시,영등포구,양평동3가,Y,N,N,센트럴타워 호스텔,N,,,,,,,0.0
,N,11330000042946,Y,서울특별시 강남구 역삼동,서울특별시,강남구,역삼동,Y,N,N,823TOWER(아르떼강남),N,,,,,,,0.0
,N,11330000095565,N,서울특별시 강남구 논현동,서울특별시,강남구,논현동,N,N,N,신정미 건물(논현동 214-9 건물),N,,,,,,,0.0
20241024,N,11330000106029,Y,서울특별시 강서구 마곡동,서울특별시,강서구,마곡동,Y,N,N,"르웨스트시티(코엑스마곡, 마곡지구 CP1)",N,,,,,,,0.0
,N,11330000129700,N,서울특별시 종로구 숭인동,서울특별시,종로구,숭인동,N,N,N,숭인동 178-90(김지훈 건물),N,,,,,,,0.0
,N,11330000130415,N,서울특별시 중구 회현동3가,서울특별시,중구,회현동3가,N,N,N,회현동3가 8 건물,N,,,,,,,0.0
,N,11330000130437,N,서울특별시 중구 회현동3가,서울특별시,중구,회현동3가,N,N,N,회현동3가 8-4 건물,N,,,,,,,0.0
,N,11330000132451,N,서울특별시 용산구 이태원동,서울특별시,용산구,이태원동,N,N,N,이태원동 64-24,N,,,,,,,0.0
,N,11330000134231,N,서울특별시 강남구 논현동,서울특별시,강남구,논현동,N,N,N,이혜로운주식회사 외 1인 건물,N,,,,,,,0.0
,N,11330000135336,N,서울특별시 중구 황학동,서울특별시,중구,황학동,N,N,N,황학동 731-1 건물,N,,,,,,,0.0
,N,11330000138440,N,서울특별시 종로구 원남동,서울특별시,종로구,원남동,N,N,N,원남동 228-1,N,,,,,,,0.0
,N,11330000138780,Y,서울특별시 중구 남대문로5가,서울특별시,중구,남대문로5가,Y,N,N,남대문로5가 178 건물,N,,,,,,,0.0
20260119,N,11330000140193,N,서울특별시 중구 을지로3가,서울특별시,중구,을지로3가,N,N,N,을지로3가 282-7,N,,,,,,,0.0
