구,동,숙소명,승인연도,주변건물수,집중도,단속위험도,구조노후도,도로폭위험도,위도,경도,업종,업소명,X좌표,Y좌표,관리건축물대장PK,연면적(㎡),기타용도,지상층수,지하층수,총층수,건물용도명_direct,지역구분명_direct,주변환경명_direct,객실수_direct,시설규모_direct,건축연면적_direct,총층수_direct,지상층수_direct,지하층수_direct,건물용도명_통합,지역구분명_통합,객실수_통합,시설규모_통합,연면적_통합,총층수_통합,총층수_0층만보정,총층수_현재값과차이,주택유형_분류,지역분류_상업주거,상업지역여부,주거지역여부,주택가주변_여부,역세권_인접여부,유흥가_인접여부
용산구,(청파동,스테이 서울스테이션(Stay SeoulStation),1991,28,92.9,2.3408672795650625,0.4183,1.0,37.54712594,126.96785394,외국인관광도시민박업,스테이 서울스테이션(Stay SeoulStation),197159.257507,449734.998911,1004122893,244.44,단독주택,2.0,1.0,3.0,,,,0.0,81.0,0.0,3.0,2.0,1.0,단독주택,,,81.0,81.0,3.0,3.0,0.0,단독,,,,,,
용산구,이태원동,소유 하우스(Soyou Haus),2006,12,50.0,0.0727593542824283,0.1265,0.7,37.53653296,126.99265493,외국인관광도시민박업,소유 하우스(Soyou Haus),199350.825382,448558.846076,1004115239,262.24,공동주택(다세대주택),3.0,0.0,3.0,다세대주택,일반주거지역,,2.0,81.0,0.0,3.0,3.0,0.0,다세대주택,일반주거지역,2.0,81.0,81.0,3.0,3.0,0.0,다세대,주거지역,0.0,1.0,,,
용산구,이태원동,우드 그린 하우스,2006,29,62.1,1.2309637401527835,0.3919,1.0,37.5359855,126.98852868,외국인관광도시민박업,우드 그린 하우스,198986.130647,448498.121487,100414783,122.51,다가구주택(3가구),3.0,1.0,4.0,다가구용 주택(공동주택적용),일반주거지역,,1.0,38.0,0.0,4.0,3.0,1.0,다가구용 주택(공동주택적용),일반주거지역,1.0,38.0,38.0,4.0,4.0,0.0,다가구,주거지역,0.0,1.0,,,
용산구,동자동,URin,1961,41,58.5,1.3518805580883482,0.4712,1.0,37.55008563,126.97385117,외국인관광도시민박업,URin,197689.323147,450063.323813,1004110122,86.61,주택,2.0,0.0,2.0,,,,0.0,36.0,0.0,2.0,2.0,0.0,주택,,,36.0,36.0,2.0,2.0,0.0,,,,,,,
용산구,이태원동,경리단집,2023,12,66.7,0.7875993594536335,0.1022,0.7,37.53677735,126.99219572,외국인관광도시민박업,경리단집,,,1000000000000001722498,583.26,공동주택,5.0,0.0,5.0,,,,,,,5.0,5.0,0.0,공동주택,,,,583.26,5.0,5.0,0.0,,,,,,,
용산구,갈월동,Give warm,1986,23,78.3,1.9139500387190584,0.4272,0.85,37.54401131,126.97340509,외국인관광도시민박업,Give warm,197649.713927,449389.158684,100412910,243.24,다세대주택,2.0,1.0,3.0,다세대주택,일반주거지역,,2.0,81.0,0.0,3.0,2.0,1.0,다세대주택,일반주거지역,2.0,81.0,81.0,3.0,3.0,0.0,다세대,주거지역,0.0,1.0,,,
용산구,서계동,문스테이(MOON스테이),1990,38,94.7,1.222035291971871,0.42,0.85,37.54942177,126.96669676,외국인관광도시민박업,문스테이(MOON스테이),197057.088402,449989.844004,1004124677,107.97,단독주택,2.0,1.0,3.0,단독주택,일반주거지역,,1.0,32.0,0.0,3.0,2.0,1.0,단독주택,일반주거지역,1.0,32.0,32.0,3.0,3.0,0.0,단독,주거지역,0.0,1.0,,,
용산구,후암동,황금하우스,2002,55,74.5,0.494696241836107,0.1322,1.0,37.54954844,126.97679182,외국인관광도시민박업,황금하우스,197949.163277,450003.634422,1004114374,919.59,"공동주택(다세대주택,근린생활시설)",5.0,2.0,7.0,다세대주택,일반주거지역,,2.0,107.0,0.0,7.0,5.0,2.0,다세대주택,일반주거지역,2.0,107.0,107.0,7.0,7.0,0.0,다세대,주거지역,0.0,1.0,,,
용산구,(용산동,잘예니컨설팅,2007,1,0.0,0.0,0.3902,1.0,37.54224321,126.98126956,외국인관광도시민박업,잘예니컨설팅,198344.685574,449192.753388,1004126101,185.64,다가구용단독주택(4가구),3.0,1.0,4.0,다가구용 주택(공동주택적용),일반주거지역,,1.0,30.0,0.0,4.0,3.0,1.0,다가구용 주택(공동주택적용),일반주거지역,1.0,30.0,30.0,4.0,4.0,0.0,다가구,주거지역,0.0,1.0,,,
용산구,후암동,Kaki namu,2016,32,84.4,1.018125037755423,0.1122,1.0,37.54825925,126.97728048,외국인관광도시민박업,Kaki namu,197992.310312,449860.538696,10041100207098,406.9,다가구주택,4.0,1.0,5.0,다가구용 주택(공동주택적용),일반주거지역,,3.0,85.0,0.0,5.0,4.0,1.0,다가구용 주택(공동주택적용),일반주거지역,3.0,85.0,85.0,5.0,5.0,0.0,다가구,주거지역,0.0,1.0,,,
용산구,이태원동,이태원 루트 스테이,2001,25,100.0,0.583584978048419,0.1337,0.85,37.53827016,126.99345102,외국인관광도시민박업,이태원 루트 스테이,199421.199521,448751.649144,1004116868,223.04,"다가구주택(3가구), 근린생활시설",4.0,0.0,4.0,다가구용 주택(공동주택적용),일반주거지역,,2.0,69.0,0.0,4.0,4.0,0.0,다가구용 주택(공동주택적용),일반주거지역,2.0,69.0,69.0,4.0,4.0,0.0,다가구,주거지역,0.0,1.0,,,
용산구,후암동,햅 브릿지(hap bridge),2002,18,66.7,2.30338477316461,0.1322,1.0,37.54693377,126.97608829,외국인관광도시민박업,햅 브릿지(hap bridge),197886.920614,449713.452722,100413594,836.61,다세대주택,4.0,1.0,5.0,다세대주택,일반주거지역,,2.0,114.0,0.0,5.0,4.0,1.0,다세대주택,일반주거지역,2.0,114.0,114.0,5.0,5.0,0.0,다세대,주거지역,0.0,1.0,,,
용산구,이태원동,STAY JOY,1996,29,93.1,1.1772025632613312,0.1408,1.0,37.53966069,126.99211485,외국인관광도시민박업,STAY JOY,199303.120992,448905.990097,1004113137,184.2,다가구용단독주택(3가구),2.0,1.0,3.0,다가구용 주택(공동주택적용),일반주거지역,,1.0,48.0,0.0,3.0,2.0,1.0,다가구용 주택(공동주택적용),일반주거지역,1.0,48.0,48.0,3.0,3.0,0.0,다가구,주거지역,0.0,1.0,,,
용산구,갈월동,갈월 스테이(Galwol Stay),2001,15,60.0,0.5016089686610667,0.1337,0.04,37.54624897,126.97194897,외국인관광도시민박업,갈월 스테이(Galwol Stay),197521.105422,449637.549815,1004116720,706.71,다세대주택,4.0,1.0,5.0,다세대주택,일반주거지역,,1.0,64.0,0.0,5.0,4.0,1.0,다세대주택,일반주거지역,1.0,64.0,64.0,5.0,5.0,0.0,다세대,주거지역,0.0,1.0,,,
용산구,서계동,행운의 집,1995,29,93.1,0.2740426793584621,0.1422,0.85,37.54746671,126.96747708,외국인관광도시민박업,행운의 집,197125.968134,449772.831459,1004117067,576.19,"근린생활시설, 단독주택",5.0,1.0,6.0,단독주택,일반주거지역,,2.0,106.0,0.0,6.0,5.0,1.0,단독주택,일반주거지역,2.0,106.0,106.0,6.0,6.0,0.0,단독,주거지역,0.0,1.0,,,
용산구,한남동,Bella 하우스,1997,20,80.0,1.2979451912886009,0.1394,1.0,37.534514,127.00105424,외국인관광도시민박업,Bella 하우스,200093.178858,448334.742207,1004125551,171.0,다가구용단독주택(3가구),3.0,0.0,3.0,단독주택,일반주거지역,,1.0,57.0,0.0,3.0,3.0,0.0,단독주택,일반주거지역,1.0,57.0,57.0,3.0,3.0,0.0,다가구,주거지역,0.0,1.0,,,
용산구,이태원동,ONDO 이태원,2007,21,95.2,2.477013948989091,0.3902,1.0,37.53105757,126.99580797,외국인관광도시민박업,ONDO 이태원,199629.471078,447951.128854,1004125560,228.24,다가구주택,2.0,1.0,3.0,다가구용 주택(공동주택적용),일반주거지역,,1.0,40.0,0.0,3.0,2.0,1.0,다가구용 주택(공동주택적용),일반주거지역,1.0,40.0,40.0,3.0,3.0,0.0,다가구,주거지역,0.0,1.0,,,
용산구,후암동,KHAN,1997,54,75.9,1.173101140658849,0.1394,1.0,37.54423744,126.98177581,외국인관광도시민박업,KHAN,198389.469216,449414.080244,100418162,242.5,다세대주택,4.0,1.0,5.0,다세대주택,일반주거지역,,1.0,39.0,0.0,5.0,4.0,1.0,다세대주택,일반주거지역,1.0,39.0,39.0,5.0,5.0,0.0,다세대,주거지역,0.0,1.0,,,
용산구,이태원동,리원 알파,1996,46,91.3,0.6788951578527438,0.4095,1.0,37.53903073,126.991276,외국인관광도시민박업,리원 알파,199228.978547,448836.07813,100419728,463.0,다가구용단독주택(7가구),3.0,1.0,4.0,다가구용 주택(공동주택적용),일반주거지역,,2.0,58.0,0.0,4.0,3.0,1.0,다가구용 주택(공동주택적용),일반주거지역,2.0,58.0,58.0,4.0,4.0,0.0,다가구,주거지역,0.0,1.0,,,
용산구,이태원동,하하,1987,10,80.0,1.6428361928359485,0.4254,1.0,37.53588324,126.99039008,외국인관광도시민박업,하하,199150.645139,448486.753762,100416502,186.06,주택,2.0,1.0,3.0,다가구용 주택(공동주택적용),,,0.0,64.0,0.0,3.0,2.0,1.0,다가구용 주택(공동주택적용),,,64.0,64.0,3.0,3.0,0.0,다가구,,,,,,
용산구,서계동,마야,1993,31,90.3,1.3187957983538428,0.4148,0.85,37.54777809,126.96766294,외국인관광도시민박업,마야,197142.40434,449807.385203,100414715,103.14,다가구용단독주택(3가구),2.0,1.0,3.0,다가구용 주택(공동주택적용),,,0.0,36.0,0.0,3.0,2.0,1.0,다가구용 주택(공동주택적용),,,36.0,36.0,3.0,3.0,0.0,다가구,,,,,,
용산구,원효로1가,다미스테이,1954,36,63.9,1.651479501929023,0.9074,0.7,37.53843888,126.96891273,외국인관광도시민박업,다미스테이,197252.50396,448770.809342,1004118773,79.35,주택,2.0,0.0,2.0,단독주택,,,0.0,76.0,0.0,2.0,2.0,0.0,단독주택,,,76.0,76.0,2.0,2.0,0.0,단독,,,,,,
용산구,이태원동,나이브 하우스,1990,1,0.0,3.1452902126323314,0.42,0.08,37.53258983,126.99017275,외국인관광도시민박업,나이브 하우스,199131.398548,448121.227694,100414795,169.5,주택,2.0,1.0,3.0,다가구용 주택(공동주택적용),,,0.0,61.0,0.0,3.0,2.0,1.0,다가구용 주택(공동주택적용),,,61.0,61.0,3.0,3.0,0.0,다가구,,,,,,
용산구,한남동,메이시맨숀,1978,46,71.7,0.7777045685880084,0.4412,1.0,37.53347743,127.00041813,외국인관광도시민박업,메이시맨숀,200036.956819,448219.694994,1004126927,226.87,"다가구용단독주택(2가구),제1,2종근린생활시설",3.0,1.0,4.0,다가구용 주택(공동주택적용),,,0.0,50.0,0.0,4.0,3.0,1.0,다가구용 주택(공동주택적용),,,50.0,50.0,4.0,4.0,0.0,다가구,,,,,,
용산구,후암동,Cozy Home,1968,12,8.3,0.1204461530758671,0.4588,0.45,37.54510642,126.97476565,외국인관광도시민박업,Cozy Home,197769.984141,449510.669999,1004112093,121.17,주택,2.0,0.0,2.0,단독주택,,,0.0,121.0,0.0,2.0,2.0,0.0,단독주택,,,121.0,121.0,2.0,2.0,0.0,단독,,,,,,
용산구,이태원동,제임스하우스(James house),1992,38,92.1,0.9677726877092984,0.4165,1.0,37.53869709,126.99000349,외국인관광도시민박업,제임스하우스(James house),199116.510811,448799.060001,1004115639,108.35,"다가구용단독주택(3가구),근린생활시설",3.0,1.0,4.0,다가구용 주택(공동주택적용),,,0.0,31.0,0.0,4.0,3.0,1.0,다가구용 주택(공동주택적용),,,31.0,31.0,4.0,4.0,0.0,다가구,,,,,,
용산구,보광동,도담도담,1971,41,95.1,0.3101549283038395,0.4535,1.0,37.52848677,126.99721925,외국인관광도시민박업,도담도담,199754.204702,447665.797274,100416668,112.63,주택,2.0,1.0,3.0,,,,2.0,58.0,0.0,3.0,2.0,1.0,주택,,2.0,58.0,58.0,3.0,3.0,0.0,,,,,,,
용산구,후암동,소리 스테이,1995,0,0.0,0.023716526617316,0.4113,1.0,37.54501193,126.98051573,외국인관광도시민박업,소리 스테이,198278.12927,449500.062065,100418249,434.3,다가구용단독주택(8가구),3.0,1.0,4.0,다가구용 주택(공동주택적용),일반주거지역,,1.0,54.0,0.0,4.0,3.0,1.0,다가구용 주택(공동주택적용),일반주거지역,1.0,54.0,54.0,4.0,4.0,0.0,다가구,주거지역,0.0,1.0,,,
용산구,갈월동,게스트하우스,1994,25,84.0,0.6218580968126436,0.413,1.0,37.54652196,126.97232501,외국인관광도시민박업,게스트하우스,197554.345892,449667.838656,1004121311,146.93,다가구주택,2.0,1.0,3.0,다가구용 주택(공동주택적용),일반주거지역,,2.0,49.0,0.0,3.0,2.0,1.0,다가구용 주택(공동주택적용),일반주거지역,2.0,49.0,49.0,3.0,3.0,0.0,다가구,주거지역,0.0,1.0,,,
용산구,이태원동,쥴리네 집,1989,10,0.0,0.0,0.4218,0.45,37.53042825,126.99387361,외국인관광도시민박업,쥴리네 집,199458.491146,447881.290589,1004119661,171.18,"주택,근린생활시설",2.0,1.0,3.0,다가구용 주택(공동주택적용),준주거지역,,1.0,22.0,0.0,3.0,2.0,1.0,다가구용 주택(공동주택적용),준주거지역,1.0,22.0,22.0,3.0,3.0,0.0,다가구,주거지역,0.0,1.0,,,
용산구,이태원동,Luxe house,1991,0,0.0,0.0814930342511829,0.4183,0.45,37.53440973,126.98687529,외국인관광도시민박업,Luxe house,198839.974391,448323.249715,100417230,537.3,"주택,근린생활시설,제2종근린생활시설",5.0,1.0,6.0,,,,2.0,90.0,0.0,6.0,5.0,1.0,"주택,근린생활시설,제2종근린생활시설",,2.0,90.0,90.0,6.0,6.0,0.0,,,,,,,
용산구,이태원동,Stunning house,1994,2,0.0,0.0,0.1436,0.04,37.53183346,126.98744564,외국인관광도시민박업,Stunning house,198890.346941,448037.308494,100417693,326.31,"다가구용단독주택(3가구), 근린생활시설",3.0,1.0,4.0,,,,0.0,79.0,0.0,4.0,3.0,1.0,"다가구용단독주택(3가구), 근린생활시설",,,79.0,79.0,4.0,4.0,0.0,다가구,,,,,,
용산구,보광동,발코니 하우스,1973,13,92.3,0.6931471805599453,0.45,1.0,37.52414312,126.99803257,외국인관광도시민박업,발코니 하우스,199826.085356,447183.70365,10041100192973,330.43,주택,3.0,1.0,4.0,,,,0.0,91.0,0.0,4.0,3.0,1.0,주택,,,91.0,91.0,4.0,4.0,0.0,,,,,,,
용산구,동자동,다다하우스(Dada House),1973,49,42.9,1.5139296932192856,0.1737,1.0,37.55032379,126.97409733,외국인관광도시민박업,다다하우스(Dada House),197711.082928,450089.751209,100417664,1725.41,상가아파트,4.0,1.0,5.0,,,,0.0,73.0,0.0,5.0,4.0,1.0,상가아파트,,,73.0,73.0,5.0,5.0,0.0,아파트,,,,,,
용산구,서계동,CLAIR,1992,93,53.8,0.1205160245124523,0.4165,0.85,37.55159209,126.96658525,외국인관광도시민박업,CLAIR,197047.319832,450230.726949,1004118725,123.75,다가구용단독주택(3가구),2.0,1.0,3.0,,,,0.0,124.0,0.0,3.0,2.0,1.0,다가구용단독주택(3가구),,,124.0,124.0,3.0,3.0,0.0,다가구,,,,,,
용산구,이태원동,아이보리,1988,13,23.1,1.2337147735246736,0.1523,0.45,37.53126467,126.99271972,외국인관광도시민박업,아이보리,199356.506316,447974.131138,100419323,765.0,"근린생활시설,주택",4.0,1.0,5.0,,,,0.0,143.0,0.0,5.0,4.0,1.0,"근린생활시설,주택",,,143.0,143.0,5.0,5.0,0.0,,,,,,,
용산구,후암동,남산가옥,1989,39,69.2,0.6647477060382473,0.4218,1.0,37.54734177,126.97760355,외국인관광도시민박업,남산가옥,198020.835044,449758.703132,1004116526,188.9,주택,2.0,1.0,3.0,다가구용 주택(공동주택적용),일반주거지역,,2.0,56.0,0.0,3.0,2.0,1.0,다가구용 주택(공동주택적용),일반주거지역,2.0,56.0,56.0,3.0,3.0,0.0,다가구,주거지역,0.0,1.0,,,
용산구,서계동,송송송  서울 스테이,1993,75,48.0,0.5589118104336285,0.4148,1.0,37.5514146,126.96745291,외국인관광도시민박업,송송송  서울 스테이,197123.983227,450211.000586,1004110420,146.44,다가구용단독주택(3가구),2.0,1.0,3.0,다가구용 주택(공동주택적용),일반주거지역,,2.0,50.0,0.0,3.0,2.0,1.0,다가구용 주택(공동주택적용),일반주거지역,2.0,50.0,50.0,3.0,3.0,0.0,다가구,주거지역,0.0,1.0,,,
용산구,한남동,한남스테이,1978,2,0.0,0.0571584138399486,0.4412,0.0,37.54111269,127.00275685,외국인관광도시민박업,한남스테이,200243.64237,449067.118654,1004118357,775.93,연립주택,2.0,1.0,3.0,연립주택,일반주거지역,,1.0,72.0,0.0,3.0,2.0,1.0,연립주택,일반주거지역,1.0,72.0,72.0,3.0,3.0,0.0,연립,주거지역,0.0,1.0,,,
용산구,이태원동,사운즈 인(SOUNDS INN),1986,4,0.0,0.0,0.1551,0.04,37.53093633,126.98862289,외국인관광도시민박업,사운즈 인(SOUNDS INN),198994.38958,447937.725172,1004116959,304.74,"주택,근린생활시설",2.0,1.0,3.0,,,,0.0,115.0,0.0,3.0,2.0,1.0,"주택,근린생활시설",,,115.0,115.0,3.0,3.0,0.0,,,,,,,
용산구,(청파동,mila house 2,2011,5,20.0,0.0476280489892546,0.1194,0.45,37.54757952,126.96459717,외국인관광도시민박업,mila house 2,196871.476211,449785.443735,10041100190152,207.71,다가구용단독주택(2가구),4.0,0.0,4.0,다가구용 주택(공동주택적용),일반주거지역,,1.0,65.0,0.0,4.0,4.0,0.0,다가구용 주택(공동주택적용),일반주거지역,1.0,65.0,65.0,4.0,4.0,0.0,다가구,주거지역,0.0,1.0,,,
용산구,(용산동,두루미네,2006,9,0.0,0.0,0.3919,0.85,37.54099769,126.98277786,외국인관광도시민박업,두루미네,198477.957514,449054.49043,1004123878,197.31,다가구주택(4가구),3.0,1.0,4.0,다가구용 주택(공동주택적용),일반주거지역,,2.0,53.0,0.0,4.0,3.0,1.0,다가구용 주택(공동주택적용),일반주거지역,2.0,53.0,53.0,4.0,4.0,0.0,다가구,주거지역,0.0,1.0,,,
용산구,(용산동,금월당,2000,15,40.0,0.0183491386681965,0.1351,1.0,37.5435402,126.98203103,외국인관광도시민박업,금월당,198412.008797,449336.69105,1004122722,396.22,다세대주택,3.0,1.0,4.0,다세대주택,일반주거지역,,2.0,99.0,0.0,4.0,3.0,1.0,다세대주택,일반주거지역,2.0,99.0,99.0,4.0,4.0,0.0,다세대,주거지역,0.0,1.0,,,
용산구,동빙고동,이스트빙고,2009,3,0.0,0.1144103511777442,0.3867,0.04,37.51935551,126.99409347,외국인관광도시민박업,이스트빙고,199477.846937,446652.35415,10041100186550,177.3,단독주택 및 제2종근린생활시설,2.0,1.0,3.0,단독주택,일반주거지역,,2.0,59.0,0.0,3.0,2.0,1.0,단독주택,일반주거지역,2.0,59.0,59.0,3.0,3.0,0.0,단독,주거지역,0.0,1.0,,,
용산구,후암동,Cozy home in Namsan,2019,29,100.0,0.927428476284611,0.7606,1.0,37.54724828,126.97961953,외국인관광도시민박업,Cozy home in Namsan,198198.984214,449748.286105,10041100215499,148.78,"단독주택,제1종근린생활시설",4.0,0.0,4.0,단독주택,일반주거지역,,1.0,109.0,0.0,4.0,4.0,0.0,단독주택,일반주거지역,1.0,109.0,109.0,4.0,4.0,0.0,단독,주거지역,0.0,1.0,,,
용산구,(용산동,매버릭스 게스트하우스,2007,10,80.0,1.5522794985941517,0.1251,0.04,37.54071299,126.98738642,외국인관광도시민박업,매버릭스 게스트하우스,198885.244515,449022.828118,1004120035,302.09,"1종근린생활시설,단독주택",4.0,0.0,4.0,다가구용 주택(공동주택적용),일반주거지역,,1.0,37.0,0.0,4.0,4.0,0.0,다가구용 주택(공동주택적용),일반주거지역,1.0,37.0,37.0,4.0,4.0,0.0,다가구,주거지역,0.0,1.0,,,
용산구,후암동,스테이 흰,2004,11,18.2,1.0770481107522691,0.1293,0.85,37.54772706,126.97682006,외국인관광도시민박업,스테이 흰,197951.608658,449801.482328,1004125121,289.27,다가구주택,4.0,0.0,4.0,다가구용 주택(공동주택적용),일반주거지역,,2.0,87.0,0.0,4.0,4.0,0.0,다가구용 주택(공동주택적용),일반주거지역,2.0,87.0,87.0,4.0,4.0,0.0,다가구,주거지역,0.0,1.0,,,
용산구,이촌동,The R Story,1997,0,0.0,0.0,0.1394,1.0,37.52057402,126.9567891,외국인관광도시민박업,The R Story,196180.105151,446788.454137,10041709,22858.07,공동주택(아파트),21.0,2.0,23.0,아파트,일반주거지역,,2.0,85.0,0.0,23.0,21.0,2.0,아파트,일반주거지역,2.0,85.0,85.0,23.0,23.0,0.0,아파트,주거지역,0.0,1.0,,,
용산구,후암동,serene seoul,2004,4,0.0,0.0079681696491768,0.1293,0.45,37.54454759,126.9747256,외국인관광도시민박업,serene seoul,197766.427931,449448.647185,1004119620,461.08,공동주택,5.0,0.0,5.0,다세대주택,일반주거지역,,2.0,59.0,0.0,5.0,5.0,0.0,다세대주택,일반주거지역,2.0,59.0,59.0,5.0,5.0,0.0,다세대,주거지역,0.0,1.0,,,
용산구,(용산동,로로스테이해방촌,2007,11,63.6,0.6061358035703155,0.1251,1.0,37.53954165,126.98589536,외국인관광도시민박업,로로스테이해방촌,198753.44899,448892.842437,1004123100,248.66,다세대주택 및 제2종근린생활시설,3.0,1.0,4.0,다세대주택,일반주거지역,,1.0,36.0,0.0,4.0,3.0,1.0,다세대주택,일반주거지역,1.0,36.0,36.0,4.0,4.0,0.0,다세대,주거지역,0.0,1.0,,,
용산구,서계동,서계스테이,2007,89,51.7,0.3108115271455511,0.1251,1.0,37.55168954,126.96760416,외국인관광도시민박업,서계스테이,197137.358903,450241.510585,1004121305,217.95,공동주택(다세대주택 및 제2종근린생활시설),4.0,0.0,4.0,다세대주택,일반주거지역,,1.0,43.0,0.0,4.0,4.0,0.0,다세대주택,일반주거지역,1.0,43.0,43.0,4.0,4.0,0.0,다세대,주거지역,0.0,1.0,,,
용산구,한강로3가,단아,2015,3,0.0,0.0116280379951191,0.2448,0.7,37.52169003,126.96049135,외국인관광도시민박업,단아,196507.440791,446912.173357,10041100201546,51.79,단독주택,1.0,0.0,1.0,단독주택,준주거지역,,1.0,69.0,0.0,1.0,1.0,0.0,단독주택,준주거지역,1.0,69.0,69.0,1.0,1.0,0.0,단독,주거지역,0.0,1.0,,,
용산구,(청파동,Good Stay,1995,38,86.8,1.4081134085145304,0.4113,0.55,37.54042514,126.96834723,외국인관광도시민박업,Good Stay,197202.599309,448991.276126,100417898,420.08,"다가구용단독주택(5가구), 근린생활시설",4.0,1.0,5.0,다가구용 주택(공동주택적용),일반주거지역,,1.0,70.0,0.0,5.0,4.0,1.0,다가구용 주택(공동주택적용),일반주거지역,1.0,70.0,70.0,5.0,5.0,0.0,다가구,주거지역,0.0,1.0,,,
용산구,효창동,소요 서울,2018,5,100.0,0.0064865092296067,0.1094,0.18,37.54030523,126.95777789,외국인관광도시민박업,소요 서울,196268.49857,448978.334932,10041100212419,122.65,"단독주택,제1종근린생활시설",3.0,0.0,3.0,단독주택,일반주거지역,,3.0,89.0,0.0,3.0,3.0,0.0,단독주택,일반주거지역,3.0,89.0,89.0,3.0,3.0,0.0,단독,주거지역,0.0,1.0,,,
용산구,후암동,서울 게스트하우스,1995,39,69.2,0.4848922417394862,0.1422,1.0,37.55074223,126.97622697,외국인관광도시민박업,서울 게스트하우스,197899.282833,450136.143359,1004114404,581.49,다세대주택,3.0,1.0,4.0,다세대주택,일반주거지역,,1.0,62.0,0.0,4.0,3.0,1.0,다세대주택,일반주거지역,1.0,62.0,62.0,4.0,4.0,0.0,다세대,주거지역,0.0,1.0,,,
용산구,한남동,라벨르하우스,2022,81,82.7,0.7640989165322297,0.1036,1.0,37.53143519,126.99772091,외국인관광도시민박업,라벨르하우스,199798.554692,447993.034031,10041100226059,940.97,공동주택,4.0,1.0,5.0,다세대주택,일반주거지역,,1.0,28.0,0.0,5.0,4.0,1.0,다세대주택,일반주거지역,1.0,28.0,28.0,5.0,5.0,0.0,다세대,주거지역,0.0,1.0,,,
용산구,용문동,라이커서울러,2019,4,25.0,0.0219789067187752,0.1079,1.0,37.53535072,126.9588475,외국인관광도시민박업,라이커서울러,196362.788045,448428.402722,10041100214839,321.13,"제2종근린생활시설,다세대주택",4.0,1.0,5.0,다세대주택,일반주거지역,,1.0,29.0,0.0,5.0,4.0,1.0,다세대주택,일반주거지역,1.0,29.0,29.0,5.0,5.0,0.0,다세대,주거지역,0.0,1.0,,,
용산구,동자동,뜰 가든 홈스테이,2015,26,88.5,0.7586134889915314,0.376,1.0,37.54723596,126.97278074,외국인관광도시민박업,뜰 가든 홈스테이,197594.641423,449747.071988,10041100201291,61.5,"단독주택,제2종근린생활시설",1.0,0.0,1.0,단독주택,일반주거지역,,1.0,59.0,0.0,1.0,1.0,0.0,단독주택,일반주거지역,1.0,59.0,59.0,1.0,1.0,0.0,단독,주거지역,0.0,1.0,,,
용산구,이태원동,Starts of Itaewon,1991,4,0.0,0.0,0.148,0.04,37.53166891,126.98745332,외국인관광도시민박업,Starts of Itaewon,198891.022685,448019.044903,100415340,642.27,"일반음식점,소매점",4.0,1.0,5.0,다가구용 주택(공동주택적용),준주거지역,,0.0,74.0,0.0,5.0,4.0,1.0,다가구용 주택(공동주택적용),준주거지역,,74.0,74.0,5.0,5.0,0.0,다가구,주거지역,0.0,1.0,,,
용산구,서계동,아로하 하우스,1991,43,93.0,1.437895489894973,0.4183,1.0,37.54895241,126.96800254,외국인관광도시민박업,아로하 하우스,197172.458561,449937.71011,1004110512,190.08,다가구용단독주택(4가구),2.0,1.0,3.0,다가구용 주택(공동주택적용),,,0.0,62.0,0.0,3.0,2.0,1.0,다가구용 주택(공동주택적용),,,62.0,62.0,3.0,3.0,0.0,다가구,,,,,,
용산구,이태원동,Itaewon 20,1963,12,16.7,0.5239467117286878,0.4676,0.45,37.5306584,126.9921452,외국인관광도시민박업,Itaewon 20,199305.719666,447906.84605,100411104,63.07,주택,1.0,0.0,1.0,단독주택,,,0.0,63.0,0.0,1.0,1.0,0.0,단독주택,,,63.0,63.0,1.0,1.0,0.0,단독,,,,,,
용산구,서계동,호두나무집,2001,33,54.5,0.0195128142235817,0.1337,0.85,37.54996606,126.96453107,외국인관광도시민박업,호두나무집,196865.735504,450050.323279,100411430,84.92,단독주택,2.0,0.0,2.0,단독주택,,,0.0,43.0,0.0,2.0,2.0,0.0,단독주택,,,43.0,43.0,2.0,2.0,0.0,단독,,,,,,
용산구,이태원동,투서울,2003,3,66.7,0.931272285489772,0.1308,0.08,37.52983145,126.9911583,외국인관광도시민박업,투서울,199218.480052,447815.072628,1004124356,50.31,단독주택,1.0,0.0,1.0,단독주택,,,0.0,50.0,0.0,1.0,1.0,0.0,단독주택,,,50.0,50.0,1.0,1.0,0.0,단독,,,,,,
용산구,이태원동,윤싸롱,1996,22,90.9,0.8003927109135429,0.4095,0.85,37.53533488,126.98915365,외국인관광도시민박업,윤싸롱,199041.359148,448425.904413,1004126459,198.84,다가구용단독주택(3가구),2.0,1.0,3.0,,,,0.0,198.0,0.0,3.0,2.0,1.0,다가구용단독주택(3가구),,,198.0,198.0,3.0,3.0,0.0,다가구,,,,,,
용산구,이태원동,이태원 드림,2002,36,88.9,1.1596068013709515,0.1322,1.0,37.53841239,126.98915108,외국인관광도시민박업,이태원 드림,199041.171427,448767.469491,1004126958,811.35,"다세대주택, 근린생활시설",5.0,1.0,6.0,다세대주택,주거지역,,2.0,147.0,0.0,6.0,5.0,1.0,다세대주택,주거지역,2.0,147.0,147.0,6.0,6.0,0.0,다세대,주거지역,0.0,1.0,,,
